Year,City,Country,latitude,longitude,attack type,Target Type,Target Sub Type,Target,Weapon Type,Weapon sub type,Terrorist Organization,motive,summary,
2012,Asansol,India,23.687114,86.97355,Facility-Infrastructure Attack,Government (General),Politician or Political Party Movement/Meeting/Rally,Member: Arpan Mukhopadhyay,Firearms,Unknown Gun Type,Unknown,"The specific motive is unknown; however, sources noted that the victim was the son of a former Communist Party of India (Marxist) Member of Parliament.","05/10/2012: Gunmen on motorcycles shot Arpan Mukhopadhyay in Asansol town, Burdwan district, West Bengal state, India. Mukhopadhyay, the son of a former mayor and member of parliament, was killed in the shooting. No group claimed responsibility for the attack.",
2012,Narayanpatna,India,18.879649,83.169137,Facility-Infrastructure Attack,Private Citizens & Property,Laborer (General)/Occupation Identified,Contractor: J Rajendra Prasad,Melee,Knife or Other Sharp Object,Maoists,A letter left on the body of the victim by Maoists claimed that the victim was murdered because he was helping to set up police camps in the area.,"05/11/2012: Assailants stabbed and killed a supervising contractor in Narayanpatna village, Koraput district, Orissa state, India. Maoists claimed responsibility for the attack and left a letter stating the victim was killed for his role in setting up police camps.",
2012,Posotia,India,22.447033,85.254824,Facility-Infrastructure Attack,Transportation,Train/Train Tracks/Trolley,Train,Explosives/Bombs/Dynamite,Unknown Explosive Type,Communist Party of India - Maoist (CPI-Maoist),Posters left by Maoists at the scene of the attack urged a general strike to protest police atrocities and anti-Maoist activities and demanded an end to Operation Green Hunt.,"05/14/2012: Gunmen took control of a train, threatened its passengers, and then planted an explosive device on the engine in Posotia village, Jharkhand state, India. Officials defused the device, and no one was injured in the attack. The Communist Party of India: Maoist (CPI-M) claimed responsibility, leaving posters at the scene of the incident urging a general strike to protest police atrocities and anti-Maoist activities, as well as demanding an end to Operation Green Hunt.",
2012,Sangli,India,16.854884,74.56357,Facility-Infrastructure Attack,Government (General),Government Building/Facility/Office,Offices,Incendiary,Gasoline or Alcohol,Shiv Sena,"According to Shiv Sena district President Anandrao Powar, the attack was to protest the lack of action taken by the government during a drought.","05/14/2012: Assailants set fire to the sub-registrar's office and a district supply office in Sangli district, Maharashtra state, India. No one was injured in the attack; however, parts of the offices were damaged. Shiv Sena claimed responsibility for the incident, which they likely perpetrated in response to the government not taking enough action to relieve drought in the area.",
2012,Jambulghata,India,20.54912,79.456337,Facility-Infrastructure Attack,Police,"Police Building (headquarters, station, school)",Forest Depot,Incendiary,Arson/Fire,Maoists,"The specific motive is unknown; however, posters were left behind asking civilians to observe a strike or ""bandh.""","05/14/2012: Assailants set fire to a forest depot and abducted three people near Jambulghata village, Maharashtra state, India. The three villagers were released on May 18, 2012; property was also damaged in the fire. No group claimed responsibility for the incident; however, sources suspected Maoists. The Maoists also left behind a poster at a panchayat office asking people to observe their bandh.",
2012,Unknown,India,18.390844,81.662323,Facility-Infrastructure Attack,Violent Political Party,Party Official/Candidate/Other Personnel,District Committee Secretary: Mochaki Joga,Unknown,0,Maoists,"According to sources, Maoists believed Madvi Joga was a police informant.","05/14/2012: Assailants abducted Bharatiya Janata Party Sukma District Committee Secretary Mochaki Joga in Sukma district, Chhattisgarh state, India. Joga, a suspected police informer, was later killed by the assailants; his body was found on May 20, 2012. No group claimed responsibility for the attack; however, police attributed it to Maoists.",
2012,Chhota Nagra,India,22.239795,85.305001,Facility-Infrastructure Attack,Private Citizens & Property,Named Civilian,Civilian: Duku,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),A letter left on the body of the victim by Maoists claimed that the victim was murdered because he was believed to be a police informant.,"05/14/2012: Assailants killed a civilian in Salai village, Chhota Nagra town, Jharkhand state, India. The Communist Party of India: Maoist (CPI-M) claimed responsibility for the attack, stating that they targeted Kayam because he was a police informer.",
2012,Gurpa,India,24.562394,85.296825,Facility-Infrastructure Attack,Transportation,Train/Train Tracks/Trolley,Railway Station,Explosives/Bombs/Dynamite,Unknown Explosive Type,Communist Party of India - Maoist (CPI-Maoist),"The specific motive is unknown; however, a source speculated that the attack may have been related to a two-day strike, or bandh.","05/16/2012: Assailants detonated an explosive device on tracks of the East Central Railway near the Gurpa station in Bihar state, India. No one was injured, but the tracks were damaged in the blast. No group claimed responsibility; however, police blamed the incident on Communist Party of India: Maoist (CPI-M).",
2012,Tellapur,India,17.466449,78.284582,Facility-Infrastructure Attack,Unknown,0,Unknown,Explosives/Bombs/Dynamite,Other Explosive Type,Telangana Separatists,The attackers stated that they were attempting to attract media attention to the cause of a free and independent Telangana state.,"05/16/2012: Assailants planted an explosive device made of gelatin sticks near a bridge in Tellapur town, Andhra Pradesh state, India. The device failed to detonate. Four people were arrested, stating that they had planted the explosives to attract media attention in support of creating a separate Telangana state.",
2012,Khairaput,India,18.486587,82.237957,Facility-Infrastructure Attack,Private Citizens & Property,Laborer (General)/Occupation Identified,Contractor: Budra Dhangada Majhi,Firearms,Unknown Gun Type,Maoists,A letter left by Maoists on the body of Budra Dhangada Majhi claimed that he was killed because the group believed that he was a police informant and had been exploiting his employees.,"05/19/2012: Three assailants shot and killed a contractor, Budra Dhangada Majhi, in Khairaput village, Odisha state, India. A Maoist subgroup, Andhra-Odisha Border Special Zonal Committee (AOBSZC), claimed responsibility for the attack, stating Majhi had been killed because he was a police informer and was mistreating his employees.",
2012,Kondapur,India,17.4721,78.344397,Facility-Infrastructure Attack,Government (General),Politician or Political Party Movement/Meeting/Rally,Residence of Member: Lagadpati Rajagopal,Explosives/Bombs/Dynamite,Unknown Explosive Type,Telangana Separatists,Pamphlets left at the scene stated that the attack was carried out to commemorate Telagnana martyrs.,"05/25/2012: Assailants detonated explosives at Lagadpati Rajagopal's farmhouse near the Kondapur area of Ranga Reddy district, Andhra Pradesh state, India. Rajagopal, a parliamentarian for the Vijaywada constituency, was not present at the time of the incident; however, the building suffered minor damage. According to pamphlets found at the scene, the perpetrators stated that they carried out the attack to honor Telangana martyrs.",
2012,Phillobari,India,27.556664,95.692979,Facility-Infrastructure Attack,Private Citizens & Property,Political Party Member/Rally,Residence of Leader,Explosives/Bombs/Dynamite,Vehicle,United Liberation Front of Assam (ULFA),"The specific motive is unknown; however, sources noted that the attack occurred hours before a scheduled visit to Tinsukia by Sonia Gandhi, chair of the United Progressive Alliance (UPA).  According to sources, the United Liberation Front Assam (ULFA) had called for a 12-hour shutdown throughout the state in opposition to the chair's visit.","05/25/2012: An explosive device detonated prematurely as an assailant was planting it outside an Indian National Congress (INC) leader's residence in the Philobari area of Tinsukia district, Assam state, India. The assailant was killed in the blast. No group claimed responsibility for the incident; however, police officials indicated that the deceased attacker, identified as Indrajit Moran, was an activist for the United Liberation Front of Assam (ULFA). Sources also note that ULFA had called for a general strike to protest the INC's president's trip to Guwahati city. Two people were also arrested in connection with the incident.",
2012,Kanaguda,India,18.363526,81.895253,Facility-Infrastructure Attack,Police,Police Patrol (including vehicles and convoys),Vehicle,Explosives/Bombs/Dynamite,Land Mine,Maoists,"The specific motive is unknown; however, sources noted that attack occurred a day before a visit by the Union rural development minister.","05/27/2012: Assailants detonated a landmine and then opened fire on a Special Operation Group (SOG) vehicle in Kanaguda village, Malkangiri district, Odisha state, India. Three police officers were injured in the explosion. No group claimed responsibility for the incident; however, government sources attributed it to Maoists.",
2012,Arrah,India,25.558029,84.66748,Facility-Infrastructure Attack,Terrorists/Non-State Militia,Non-State Militia,Chief: Ranvir Sena,Firearms,Unknown Gun Type,Unknown,"The specific motive is unknown; however, sources noted that the victim, Brahmeshwar Singh, was the founder of the Ranvir Sena, an anti-Maoist militia.  Singh had been acquitted in April 2012 of charges stemming from 22 high-profile massacres in which his militia had been involved.","06/01/2012: Six assailants shot and killed Brahmeshwar Singh in Arrah city, Bihar state, India. Singh was the leader of the Ranbir Sena, an outlawed militia group populated by upper-class landowning individuals. No group claimed responsibility for the incident.",
2012,Bhanpuri,India,21.091089,80.931236,Facility-Infrastructure Attack,Police,Police Security Forces/Officers,Officer,Explosives/Bombs/Dynamite,Unknown Explosive Type,Maoists,"The specific motive is unknown; however, a source noted that Maoists had called for a protest week against Operation Green Hunt, army deployments, and the allocation of iron ore miners to business houses.","06/02/2012: Assailants detonated an explosive device targeting a police transport vehicle in Bhanpuri town, Chhattisgarh state, India. The vehicle was carrying 26 people, including prisoners and police officers. One person was killed and the remaining 25 passengers injured in the blast. No group claimed responsibility for the incident, but officials attributed the attack to Maoists.",
2012,Bhagalpur,India,25.24003,86.984512,Facility-Infrastructure Attack,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Melee,Knife or Other Sharp Object,Maoists,"In an anonymous statement, a Maoist commander claimed that the two police officers and a villager were abducted and killed because the officers were asking the villager to help in the conflict against Maoists.","06/02/2012: Assailants kidnapped three people in Bhagalpur city, Bihar state, India. The bodies of the three victims were discovered on June 5, 2012; their throats had been slit. A Maoist commander reported the next night that the abductees had been killed as a punishment for cooperating with the police.",
2012,Munger district,India,25.197613,86.540267,Facility-Infrastructure Attack,Private Citizens & Property,Laborer (General)/Occupation Identified,Suspected Informants,Unknown,0,Maoists,"According to police sources, Maoists abducted the villagers because they were suspected of being police informants.","06/03/2012: Assailants kidnapped two villagers from Munger district, Bihar state, India. The victims were suspected of being police informers and were killed following the abduction. No group claimed responsibility, but officials attributed the incident to Maoists.",
2012,Gangapur,India,18.8,80.8167,Facility-Infrastructure Attack,Terrorists/Non-State Militia,Non-State Militia,Local Leader: Chika Mazi,Firearms,Unknown Gun Type,Maoists,"The specific motive is unknown; however, sources noted that the victim was a local leader of anti-Maoist movement called 'Salwa Judum,' or purification hunt.","06/05/2012: Assailants shot Chika Mazi in Gangapur village, Bijapur district, Chhattisgarh state, India. Mazi was a Salwa Judum leader; he was killed in the attack. No group claimed responsibility for the incident; however, sources attributed it to Maoists.",
2012,Kuitopa village,India,22.709817,85.538047,Facility-Infrastructure Attack,Violent Political Party,Party Official/Candidate/Other Personnel,Youth Leader: Morcha,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),Maoists left behind leaflets stating that victims were suspected of being police informers.,"06/05/2012: Assailants abducted a Bhartiya Janata Party (BJP) youth leader and a village leader from their homes in Kuitopa village, Jharkhand state, India. The victims were shot and their throats were slit. The assailants left pamphlets with the bodies stating that they had been killed because they were police informers. No group claimed responsibility, but sources attributed the incident to the Communist Party of India: Maoist (CPI-M).",
2012,Gaffabal,India,33.666494,75.013278,Facility-Infrastructure Attack,Government (General),"Government Personnel (excluding police, military)",Panchayat Member: Mushtaq Ahmad Bhat,Firearms,Automatic Weapon,Unknown,"The specific motive is unknown; however, sources noted that the attack occurred two days after a threat by Jamaat-E-Islami (India/Pakistan) against newly elected panchayats which demanded that they resign or ""face consequences.""","06/07/2012: Assailants opened fire on a village head's private residence in Gaffabal area, Kulgam district, Jammu and Kashmir state, India. Mushtaq Ahmad Bhat, the village head, was not injured in the attack. No group claimed responsibility for the incident.",
2012,Unknown,India,20.237556,84.270018,Facility-Infrastructure Attack,Government (General),Government Building/Facility/Office,Tendu Leaf Warehouse,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.","06/09/2012: Assailants set fire to a government-run tendu leaf warehouse in Odisha state, India. There were no reported injuries in the incident, although the warehouse was damaged. This was one of 13 similar attacks on warehouses in a 24-hour period in Singhbahali, Bharuamunda and Badtia villages, located in Balangir and Nuapada districts. Communist Party of India: Maoist (CPI-M) claimed responsibility for the incident; they left behind pamphlets listing eight demands, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.",
2012,Unknown,India,20.237556,84.270018,Facility-Infrastructure Attack,Government (General),Government Building/Facility/Office,Tendu Leaf Warehouse,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.","06/09/2012: Assailants set fire to a government-run tendu leaf warehouse in Odisha state, India. There were no reported injuries in the incident, although the warehouse was damaged. This was one of 13 similar attacks on warehouses in a 24-hour period in Singhbahali, Bharuamunda and Badtia villages, located in Balangir and Nuapada districts. Communist Party of India: Maoist (CPI-M) claimed responsibility for the incident; they left behind pamphlets listing eight demands, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.",
2012,Unknown,India,20.237556,84.270018,Facility-Infrastructure Attack,Government (General),Government Building/Facility/Office,Tendu Leaf Warehouse,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.","06/09/2012: Assailants set fire to a government-run tendu leaf warehouse in Odisha state, India. There were no reported injuries in the incident, although the warehouse was damaged. This was one of 13 similar attacks on warehouses in a 24-hour period in Singhbahali, Bharuamunda and Badtia villages, located in Balangir and Nuapada districts. Communist Party of India: Maoist (CPI-M) claimed responsibility for the incident; they left behind pamphlets listing eight demands, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.",
2012,Unknown,India,20.237556,84.270018,Facility-Infrastructure Attack,Government (General),Government Building/Facility/Office,Tendu Leaf Warehouse,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.","06/09/2012: Assailants set fire to a government-run tendu leaf warehouse in Odisha state, India. There were no reported injuries in the incident, although the warehouse was damaged. This was one of 13 similar attacks on warehouses in a 24-hour period in Singhbahali, Bharuamunda and Badtia villages, located in Balangir and Nuapada districts. Communist Party of India: Maoist (CPI-M) claimed responsibility for the incident; they left behind pamphlets listing eight demands, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.",
2012,Unknown,India,20.237556,84.270018,Facility-Infrastructure Attack,Government (General),Government Building/Facility/Office,Tendu Leaf Warehouse,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.","06/09/2012: Assailants set fire to a government-run tendu leaf warehouse in Odisha state, India. There were no reported injuries in the incident, although the warehouse was damaged. This was one of 13 similar attacks on warehouses in a 24-hour period in Singhbahali, Bharuamunda and Badtia villages, located in Balangir and Nuapada districts. Communist Party of India: Maoist (CPI-M) claimed responsibility for the incident; they left behind pamphlets listing eight demands, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.",
2012,Unknown,India,20.237556,84.270018,Facility-Infrastructure Attack,Government (General),Government Building/Facility/Office,Tendu Leaf Warehouse,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.","06/09/2012: Assailants set fire to a government-run tendu leaf warehouse in Odisha state, India. There were no reported injuries in the incident, although the warehouse was damaged. This was one of 13 similar attacks on warehouses in a 24-hour period in Singhbahali, Bharuamunda and Badtia villages, located in Balangir and Nuapada districts. Communist Party of India: Maoist (CPI-M) claimed responsibility for the incident; they left behind pamphlets listing eight demands, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.",
2012,Unknown,India,20.237556,84.270018,Facility-Infrastructure Attack,Government (General),Government Building/Facility/Office,Tendu Leaf Warehouse,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.","06/09/2012: Assailants set fire to a government-run tendu leaf warehouse in Odisha state, India. There were no reported injuries in the incident, although the warehouse was damaged. This was one of 13 similar attacks on warehouses in a 24-hour period in Singhbahali, Bharuamunda and Badtia villages, located in Balangir and Nuapada districts. Communist Party of India: Maoist (CPI-M) claimed responsibility for the incident; they left behind pamphlets listing eight demands, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.",
2012,Unknown,India,20.237556,84.270018,Facility-Infrastructure Attack,Government (General),Government Building/Facility/Office,Tendu Leaf Warehouse,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.","06/09/2012: Assailants set fire to a government-run tendu leaf warehouse in Odisha state, India. There were no reported injuries in the incident, although the warehouse was damaged. This was one of 13 similar attacks on warehouses in a 24-hour period in Singhbahali, Bharuamunda and Badtia villages, located in Balangir and Nuapada districts. Communist Party of India: Maoist (CPI-M) claimed responsibility for the incident; they left behind pamphlets listing eight demands, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.",
2012,Unknown,India,20.237556,84.270018,Facility-Infrastructure Attack,Government (General),Government Building/Facility/Office,Tendu Leaf Warehouse,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.","06/09/2012: Assailants set fire to a government-run tendu leaf warehouse in Odisha state, India. There were no reported injuries in the incident, although the warehouse was damaged. This was one of 13 similar attacks on warehouses in a 24-hour period in Singhbahali, Bharuamunda and Badtia villages, located in Balangir and Nuapada districts. Communist Party of India: Maoist (CPI-M) claimed responsibility for the incident; they left behind pamphlets listing eight demands, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.",
2012,Unknown,India,20.237556,84.270018,Facility-Infrastructure Attack,Government (General),Government Building/Facility/Office,Tendu Leaf Warehouse,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.","06/09/2012: Assailants set fire to a government-run tendu leaf warehouse in Odisha state, India. There were no reported injuries in the incident, although the warehouse was damaged. This was one of 13 similar attacks on warehouses in a 24-hour period in Singhbahali, Bharuamunda and Badtia villages, located in Balangir and Nuapada districts. Communist Party of India: Maoist (CPI-M) claimed responsibility for the incident; they left behind pamphlets listing eight demands, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.",
2012,Unknown,India,20.237556,84.270018,Facility-Infrastructure Attack,Government (General),Government Building/Facility/Office,Tendu Leaf Warehouse,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.","06/09/2012: Assailants set fire to a government-run tendu leaf warehouse in Odisha state, India. There were no reported injuries in the incident, although the warehouse was damaged. This was one of 13 similar attacks on warehouses in a 24-hour period in Singhbahali, Bharuamunda and Badtia villages, located in Balangir and Nuapada districts. Communist Party of India: Maoist (CPI-M) claimed responsibility for the incident; they left behind pamphlets listing eight demands, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.",
2012,Unknown,India,20.237556,84.270018,Facility-Infrastructure Attack,Government (General),Government Building/Facility/Office,Tendu Leaf Warehouse,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.","06/09/2012: Assailants set fire to a government-run tendu leaf warehouse in Odisha state, India. There were no reported injuries in the incident, although the warehouse was damaged. This was one of 13 similar attacks on warehouses in a 24-hour period in Singhbahali, Bharuamunda and Badtia villages, located in Balangir and Nuapada districts. Communist Party of India: Maoist (CPI-M) claimed responsibility for the incident; they left behind pamphlets listing eight demands, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.",
2012,Unknown,India,20.237556,84.270018,Facility-Infrastructure Attack,Government (General),Government Building/Facility/Office,Tendu Leaf Warehouse,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.","06/09/2012: Assailants set fire to a government-run tendu leaf warehouse in Odisha state, India. There were no reported injuries in the incident, although the warehouse was damaged. This was one of 13 similar attacks on warehouses in a 24-hour period in Singhbahali, Bharuamunda and Badtia villages, located in Balangir and Nuapada districts. Communist Party of India: Maoist (CPI-M) claimed responsibility for the incident; they left behind pamphlets listing eight demands, including a raise in the price of kendu leaves and higher compensation for leaf harvesters.",
2012,Bandhugaon,India,18.933338,83.257291,Facility-Infrastructure Attack,Private Citizens & Property,Named Civilian,Tribal Elder: Mameka Taudu,Melee,Knife or Other Sharp Object,Maoists,Maoists left behind a handwritten poster stating that victim was killed because he was a police informer and had falsely used the Maoists name in extortion attempts.,"06/08/2012: Assailants abducted a man from his house in Bandhugaon area, Koraput district, Odisha state, India. His body was found the next morning; his throat had been slit. Maoists claimed responsibility for the incident; they left behind a handwritten poster stating that the victim was a police informer.",
2012,Narayanpatna,India,18.96149,82.27448,Facility-Infrastructure Attack,Private Citizens & Property,Named Civilian,Tribal Elder: Sukra Huika,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),"According to posters left by Maoists, the victim was killed because he was a police informer.","06/11/2012: At least 10 assailants slit the throat of a local villager from the Narayanpatna area of Koraput district, Odisha state, India. Communist Party of India: Maoist (CPI-M) claimed responsibility for the incident and left posters with the body stating that the victim was a police informer.",
2012,Gadchiroli,India,20.181843,80.006844,Facility-Infrastructure Attack,Private Citizens & Property,Laborer (General)/Occupation Identified,Civil contractor Sanjay Mandal,Firearms,Handgun,Maoists,"The specific motive is unknown; however, a source noted that the victim was a contractor involved in road construction work and that Maoists are known to oppose such work.","06/11/2012: Two assailants opened fire on a civil contractor in Gadchiroli area, Maharashtra state, India. The victim, who worked on road construction projects, was killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Maoists, who often oppose road construction.",
2012,Kharprakhol,India,20.75041,82.862716,Facility-Infrastructure Attack,Government (General),Government Building/Facility/Office,Tendu Leaf Warehouse,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including an increase in the price of kendu leaves and higher compensation for leaf harvesters.","06/11/2012: Assailants set fire to a government-run tendu leaf warehouse in the Khaprakhol area of Balangir district, Odisha state, India. There were no reported injuries in the incident, though the warehouse was damaged. This was one of three attacks on warehouses in the same area on the same day. Communist Party of India: Maoist (CPI-M) claimed responsibility for the incident; they left behind pamphlets listing eight demands, including a rise in the price of kendu leaves and higher compensation for leaf harvesters.",
2012,Kharprakhol,India,20.75041,82.862716,Facility-Infrastructure Attack,Government (General),Government Building/Facility/Office,Tendu Leaf Warehouse,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including an increase in the price of kendu leaves and higher compensation for leaf harvesters.","06/11/2012: Assailants set fire to a government-run tendu leaf warehouse in the Khaprakhol area of Balangir district, Odisha state, India. There were no reported injuries in the incident, though the warehouse was damaged. This was one of three attacks on warehouses in the same area on the same day. Communist Party of India: Maoist (CPI-M) claimed responsibility for the incident; they left behind pamphlets listing eight demands, including a rise in the price of kendu leaves and higher compensation for leaf harvesters.",
2012,Kharprakhol,India,20.75041,82.862716,Facility-Infrastructure Attack,Government (General),Government Building/Facility/Office,Tendu Leaf Warehouse,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind pamphlets listing eight demands of the government, including an increase in the price of kendu leaves and higher compensation for leaf harvesters.","06/11/2012: Assailants set fire to a government-run tendu leaf warehouse in the Khaprakhol area of Balangir district, Odisha state, India. There were no reported injuries in the incident, though the warehouse was damaged. This was one of three attacks on warehouses in the same area on the same day. Communist Party of India: Maoist (CPI-M) claimed responsibility for the incident; they left behind pamphlets listing eight demands, including a rise in the price of kendu leaves and higher compensation for leaf harvesters.",
2012,Garo Hills,India,25.5,90.333333,Facility-Infrastructure Attack,Private Citizens & Property,Laborer (General)/Occupation Identified,Former Garo National Liberation Army (GNLA) Member: Sonaram R. Sangma,Firearms,Unknown Gun Type,Garo National Liberation Army,"According to a media source, the victim was a former member of the Garo National Liberation Army and was killed in retaliation for leaving the group.  However, Sohan Shira, a leader in the Garo National Liberation Army, stated in a note that the victim was killed because he failed to reimburse the group for the cost of an AK-47, which he instead handed over to police.","06/15/2012: Assailants attacked a former member of the Garo National Liberation Army (GNLA) in Garo Hills, Meghalaya state, India. Sonaram Sangma was shot and killed in his house. The GNLA claimed responsibility for the incident, stating that Sangma was killed for leaving the group.",
2012,Mendipathar,India,25.903983,90.64411,Facility-Infrastructure Attack,Police,Police Security Forces/Officers,Secretary: Sengkan K Sangma,Firearms,Unknown Gun Type,Garo National Liberation Army,A note left by the Garo National Liberation Army on the victim claimed responsibility and stated that the victim had been killed because he was a dacoit leader and a police informer.,"06/15/2012: Assailants opened fire on Sengkan Sangma near Mendipathar, Meghalaya state, India. Sangma, the Village Defense Party (VDP) secretary, was killed in the attack. The Garo National Liberation Army left a note with the body claiming responsibility for the incident and stating that the victim was a police informer and dacoit.",
2012,Ghorparan,India,24.927484,86.330092,Facility-Infrastructure Attack,Transportation,Train/Train Tracks/Trolley,Employees,Firearms,Unknown Gun Type,Maoists,"The specific motive is unknown; however, local witnesses stated that Maoists ordered the shutdown of operations at the station for eight hours in support of a Maoist bandh and then kidnapped three railway workers.","06/20/2012: Assailants abducted Vijay Kumar and two others at the Ghorparan Halt station located in Bihar state, India. Kumar, the station's manager, and the two other victims were released following a search operation later the same day in the neighboring Simultala forest. No group claimed responsibility for the incident; however, sources attributed it to Maoists.",
2012,Bandhugaon,India,18.933338,83.257291,Facility-Infrastructure Attack,Private Citizens & Property,Laborer (General)/Occupation Identified,Former panchayat Pidika Sarbo,Melee,Knife or Other Sharp Object,Maoists,Maoists left behind a letter on the body of the victim stating that he was killed because he was a police informer and involved in the liquor trade.,"06/25/2012: Assailants attacked the residence of Pidika Sarbo in the Gumudaguoda village of the Bandhugaon area, Odisha state, India. Sarbo, a former tribal ward member, was killed after the attackers cut his throat. Maoists claimed responsibility and left a note with the body; they stated that Sarbo had been targeted because he was a police informant and was involved in the liquor trade.",
2012,Balangir,India,20.7167,83.4833,Facility-Infrastructure Attack,Business,Retail/Grocery/Bakery,Kendu Leaf Warehouse,Incendiary,Arson/Fire,Maoists,"The specific motive is unknown; however, sources stated that the attack was carried out as part of a larger 24-hour strike to protest against Operation Green Hunt, a paramilitary offensive aimed at Maoists.","06/25/2012: Assailants set fire to a kendu leaf warehouse at the Khaprakhol block of Balangir district, Odisha province, India. There were no reported casualties. No group claimed responsibility for the incident; however, sources attributed it to Maoists.",
2012,Topchanchi,India,23.905309,86.193332,Facility-Infrastructure Attack,Police,Police Patrol (including vehicles and convoys),Patrol,Explosives/Bombs/Dynamite,Unknown Explosive Type,Communist Party of India - Maoist (CPI-Maoist),"According to posters and leaflets left behind at the scene of the attack, Maoists demanded an end to Operation Green Hunt and that the government vacate all school buildings that had been converted into police camps.  The group also stated that police forces had been attacking local tribal women.","06/27/2012: Assailants opened fire on a police patrol on Grand Trunk Road in Topchanchi town, Dhanbad district, Jharkhand state, India. One police officer was killed and another 13 injured in the attack. No group claimed responsibility for the incident; however, sources attributed it to the Communist Party of India: Maoist (CPI-M) and suspected that they executed the attack as part of their protest against the anti-Maoist paramilitary campaign, Operation Green Hunt.",
2012,Pachra,India,23.747365,84.428637,Facility-Infrastructure Attack,Government (General),Government Building/Facility/Office,Panchayat Building,Explosives/Bombs/Dynamite,Dynamite/TNT,Communist Party of India - Maoist (CPI-Maoist),"The specific motive is unknown; however, according to a source, the attack was part of a 24-Bandh called by the Maoists to protest against the sentencing of their cadres in Uttar Pradesh state and anti-Maoist operations carried out by security forces.","06/29/2012: Assailants attacked a panchayat (village council) building in the Pachra area of Latehar district, Jharkhand state, India. There were no reported casualties, as the building was empty at the time of the attack; however, the building was damaged in the blast. No group claimed responsibility for the incident; however, a source attributed it to the Communist Party of India: Maoist (CPI-M).",
