Year,City,Country,latitude,longitude,attack type,Target Type,Target Sub Type,Target,Weapon Type,Weapon sub type,Terrorist Organization,motive,summary,,,,
2011,Chokpot,India,25.322531,90.420985,Armed Assault,Police,Police Patrol (including vehicles and convoys),A police patrol,Explosives/Bombs/Dynamite,Unknown Explosive Type,Garo National Liberation Army,The specific motive for the attack is unknown.,"09/27/2011: On Tuesday, in South Garo Hills, Meghalaya, India, heavily armed Garo National Liberation Army (GNLA) militants ambushed a police patrol. The ambush led to a heavy exchange of fire, but no casualties were reported. Police were conducting a road opening and area dominance operation against militants when the incident occurred. While fleeing, the GNLA militants lobbed an improvised explosive device at police which failed to explode. No group claimed responsibility for the attack; however, the group was reportedly led by GNLA area commander Baichung Momin and his deputy Eudo Ch Momin (Cellopa).",,,,
2011,Koraput,India,18.815236,82.712102,Armed Assault,Private Citizens & Property,Laborer (General)/Occupation Identified,A civilian and suspected police informer identified as Mishra Khosia,Melee,Knife or Other Sharp Object,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because the victim was accused of being a police informer.,"09/27/2011: On Tuesday night, in Koraput, Odisha, India, Communist Party of India-Maoist (CPI-Maoist) militants killed a civilian. The victim was identified as Mishra Khosia, and he was found lying in a pool of blood with his throat slit. The victim was a suspected police informer. The militants also set fire to two four-wheelers resulting in no additional casualties and no damages. CPI-Maoists left a letter near the body claiming responsibility for the attack and warning other police informers that they would meet a similar fate.",,,,
2011,Vishakhapatnam,India,17.694295,83.227415,Armed Assault,Government (General),"Government Personnel (excluding police, military)",A forest ranger,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because the forest rangers were warned against working on coffee plantations.,"09/28/2011: On Wednesday, in Vishakhapatnam, Andhra Pradesh, India, suspected Communist Party of India-Maoists (CPI-Maoist) shot and killed a forest ranger working for the Andhra Pradesh Forest Development Corporation (APFDC). The victim was identified as Majji Madhava Rao. All APFDC officers and men had also received warnings from the Maoists in the past not to take up work on coffee plantations. No group claimed responsibility for the attack, but CPI-Maoists are suspected.",,,,
2011,Srinagar,India,34.083658,74.797368,Armed Assault,Police,Police Security Forces/Officers,A police head constable was targeted in the attack.,Firearms,Unknown Gun Type,Unknown,The specific motive for the attack is unknown.,"09/28/2011: On Wednesday afternoon, in Srinagar, Jammu and Kashmir, India, a police head constable, Ghulam Mohammad, was shot an killed by unidentified militants. No group claimed responsibility for the attack.",,,,
2011,Bokaro,India,23.669296,86.151112,Bombing or Explosion,Military,Paramilitary,Commando Battalion for Resolute Action (CoBRA) troops,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"09/29/2011: On Thursday, in Bokaro, Jharkhand, India, suspected Communist Party of India-Maoist (CPI-Maoist) militants triggered a landmine blast targeting Commando Battalion for Resolute Action (CoBRA) and Central Reserve Police Force (CRPF) troopers. The blast caused an unknown amount of damage, but no casualties were reported. No group claimed responsibility for the attack.",,,,
2011,Gamharia,India,24.457883,87.513617,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,"The target was JVM-P leader, Naomi Mirdha.",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack was to intimidate the Jharkhand Vikas Morcha-Prajatantric.,"10/01/2011: On Saturday, in Khunti District, Jharkhand, India, Naomi Mirdha, a Jharkhand Vikas MorchaﾖPrajatantric (JVM-P) leader, was dragged out of his house at Gamaria village, and shot and killed by Communist Party of India - Maoist (CPI-Maoist) militants. The CPI-M claimed responsibility for the attack through a note left behind at the scene.",,,,
2011,Jojoda,India,22.603479,85.150529,Hostage Taking (Kidnapping),Private Citizens & Property,Laborer (General)/Occupation Identified,A village headman,Unknown,0,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"10/01/2011: On Saturday, in the Jojoda area, between Porahat and Saranda forests, in West Singhbhum, Jharkhand, India, a group of suspected Communist Party of India-Maoist (CPI-Maoist) militants abducted Bimal Lumga, headman of Jojoda village, and killed him by unknown means. No group claimed responsibility for the abduction and the killing, but the CPI-Maoists are suspected.",,,,
2011,Sonebhadra district,India,24.401944,83.053333,Bombing or Explosion,Police,Police Patrol (including vehicles and convoys),A police patrol van,Explosives/Bombs/Dynamite,Other Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack was to intimidate Indian lawn enforcement.,"10/01/2011: On Saturday, in Sonbhadra District, Uttar Pradesh, India, suspected Communist Party of India-Maoist (CPI-Maoist) militants planted a huge cache of explosives and bombs, and attempted to blow up a police patrol van. Police personnel safely defused the explosives. There were no casualties and no groups claimed responsibility, but the CPI-Maoists are suspected.",,,,
2011,Gadchiroli district,India,20.181843,80.006844,Bombing or Explosion,Police,Police Security Forces/Officers,Central Reserve Police Force troopers,Explosives/Bombs/Dynamite,Other Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack was to intimidate the Central Reserve Police Force.,"10/02/2011: On Sunday morning, near Bhiwankojhi village in Gadchiroli, Maharashtra, India, four Central Reserve Police Force (CRPF) troopers were injured in an ambush carried out by the cadres of the Communist Party of India-Maoist (CPI-Maoist). A convoy of seven CRPF vehicles was returning to the area when militants carried out a blast to stall the movement, and then fired indiscriminately on the forces. A Claymore mine and a hand grenade left by militants were recovered from the scene. No group claimed responsibility, but CPI-Maoists are suspected.",,,,
2011,Salbani,India,23.065,86.269444,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"10/02/2011: On Sunday, at Saroa village in Salboni area of West Bengal, India, two landmines believed to be embedded with sensors were spotted on a culvert at an important transit point for the forces and villagers. Police safely recovered the explosives and there were no casualties or property damages. No group claimed responsibility for the attempted bombing but the Communist Party of India-Maoist (CPI-Maoist) is suspected.",,,,
2011,Midnapore,India,22.424109,87.318986,Hostage Taking (Kidnapping),Government (General),Politician or Political Party Movement/Meeting/Rally,A Trinamool Congress leader,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"10/02/2011: On Sunday, in the Banspahari area of Midnapore, West Bengal, India, suspected Communist Party of India-Maoist (CPI-Maoist) cadres abducted the son of a Trinamool Congress (TMC) leader, Tarun Mondal, when they couldn't find Tarun at his house in Sigdi. The son, Lalit, was later discovered by the Central Reserve Police Force from a nearby forest on 10/03/2011. No groups claimed responsibility but the CPI-Maoists are suspected in the abduction.",,,,
2011,Gadchiroli district,India,20.181843,80.006844,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,A civilian,Unknown,0,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"10/02/2011: On Sunday, in Gadchiroli District, Maharashtra, India, about 10 to 15 Communist Party of India-Maoist (CPI-Maoist) cadres entered the Kothi village and kidnapped Mahendra Bawankar, who they thought was a police informer. Police found Mahendra dead the next morning on 10/03/2011. He was killed by unknown means. No groups claimed responsibility, but the Maoists are suspected in the attack.",,,,
2011,Latehar district,India,23.744186,84.504429,Unknown,Private Citizens & Property,Named Civilian,A civilian named Santosh Yadav,Unknown,0,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack was to punish the man and deter others from being police informers.,"10/03/2011: On Monday, in Latehar, Jharkhand, India, a group suspected Communist Party of India-Maoists (CPI-M) militants killed a civilian named Santosh Yadav by unknown means because he was suspected of being a police informer. No group claimed responsibility, but the (CPI-M) group was suspected.",,,,
2011,Bastar district,India,19.203477,81.934532,Bombing or Explosion,Military,Paramilitary,A paramilitary vehicle,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"10/07/2011: On Friday, in Bastar region, Chhattisgarh, India, suspected Communist Party of India-Maoist (CPI-M) militants placed a landmine that detonated and killed four paramilitary troops traveling on the road to Jagdalpur town. Several troops were also injured and their vehicle was badly damaged. No group claimed responsibility for the bombing, but the CPI-M was suspected.",,,,
2011,Tamenglong district,India,24.984523,93.503509,Unknown,Terrorists/Non-State Militia,Terrorist,The targets of the armed assault were a group of militants.,Unknown,0,Zeliangrong United Front,The specific motive for the attack is unknown.,"10/07/2011: On Friday, in Subung village, in the Tamenglong district of Manipur, India, seven militants of the National Socialist Council of Nagaland-Isak-Muivah were killed and six others wounded when a group of Zeliangrong United Front militants ambushed them. The Zeliangrong United Front claimed responsibility for the attack in a report to local media.",,,,
2011,Narayanpur district,India,19.723535,81.242411,Armed Assault,Police,Police Security Forces/Officers,Police officers,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"10/11/2011: On Tuesday, in Chinari village, Narayanpur, Chhattisgarh, India, a suspected Communist Party of India-Maoist group militant opened fire on a police patrol; one police officer and was killed by retaliatory fire. The dead militant was identified as Negi Rawat. Some weapons and naxal literature were also recovered from the spot. No group claimed responsibility.",,,,
2011,Karma,India,23.930256,84.768112,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,A man and his wife,Melee,Knife or Other Sharp Object,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"10/14/2011: On Friday, in Korma village, Latehar, Jharkhand, India, suspected Communist Party of India-Maoist (CPI-M) militants killed a panchayat ward member and his wife identified, as Naresh Musi and Sarita Devi, by slitting their throats. No group claimed responsibility for the attack.",,,,
2011,West Garo Hills district,India,25.570455,90.218384,Hostage Taking (Kidnapping),Police,Police Security Forces/Officers,Three policemen,Firearms,Unknown Gun Type,Garo National Liberation Army,The specific motive for the attack was to intimidate Indian law enforcement.,"10/15/2011: On Saturday, in Tura, West Garo Hills, Meghalaya, India, 15 suspected Garo National Liberation Army (GNLA) militants kidnapped three police officers, identified as William Maiong, Sambu Dalu and Naik Grejilstone Momin. The abduction was allegedly led by ﾑsouthern commanderﾒ Baichung Momin. Maiong was shot and killed and his body discovered by the police on 10/16/2011. The other two policemen were tortured and asked about police activities in the area before being released. No group claimed responsibility for the hostage taking, but the Garo National Liberation Army was suspected.",,,,
2011,North Cachar Hills district,India,25.352912,93.017894,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Firearms,Unknown Gun Type,Hill Tiger Force (HTF),The specific motive for the attack is unknown.,"10/16/2011: On Sunday, in Gaijen village of North Cachar, Assam, India, in one of two related attacks, about 30 armed Hill Tiger Force (HTF) militants opened indiscriminate fire on villagers before setting 16 of their houses on fire. A 99-year-old man, Thaishring Daulagupu, was killed in the firing, while three others including a woman were injured. The same armed group also set fire to three more houses in Ziri village later the same day. The HTF claimed responsibility for the attacks.",,,,
2011,North Cachar Hills district,India,25.352912,93.017894,Facility-Infrastructure Attack,Private Citizens & Property,House/Apartment/Residence,Villagers' houses,Incendiary,Arson/Fire,Hill Tiger Force (HTF),The specific motive for the attack is unknown.,"10/16/2011: On Sunday, in Ziri village of North Cachar, Assam, India, in one of two related attacks, about 30 armed Hill Tiger Force (HTF) militants set fire to three houses. This attack came after an earlier attack the same day in the Gaijen village where the same armed group set fire to 16 houses and opened indiscriminate fire on villagers. The HTF claimed responsibility for the attacks.",,,,
2011,West Singhbhum district,India,22.365086,85.437557,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,A civilian,Melee,Knife or Other Sharp Object,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack was to punish the victim and deter others from being police informers.,"10/16/2011: On Sunday, in West Singhbhum, Jharkhand, India, suspected cadres of the Communist Party of India-Maoist (CPI-Maoist) killed a civilian after accusing him of being a police informer. The victim's hands were tied at the back and his throat was slit. A Maoist poster found near the body described him as a 'police informer'. The body was disposed in the area near a railway cabin. No groups claimed responsibility",,,,
2011,Sankai,India,24.943852,94.169799,Bombing or Explosion,Military,Paramilitary,An Assam Rifles convoy,Explosives/Bombs/Dynamite,Other Explosive Type,Unknown,The specific motive for the attack was to intimidate the Assam Rifles.,"10/17/2011: On Monday, in Sangkai village, Ukhrul, Manipur, India, three Assam Rifles personnel were wounded when unidentified militants detonated an improvised explosive device. The three wounded military personnel were identified as Sudhir, W. Mayunao and Ashini. No group claimed responsibility for the bombing.",,,,
2011,Seraikela Kharsawan district,India,22.856126,86.012157,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,A tribal elder,Melee,Knife or Other Sharp Object,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"10/18/2011: On Tuesday, in Richadih village, Seraikela Kharsawan, Jharkhand, India, a tribal elder, Sudarshan Samad, and his son, Laxman Samad, were abducted by unidentified militants. The two hostages were later killed, and their bodies were recovered by security forces on 10/23/2011. Both victims had their throats slit. No group claimed responsibility, but Communist Party of India-Maoist militants are suspected.",,,,
2011,Tamenglong,India,24.984523,93.503509,Unknown,Terrorists/Non-State Militia,Terrorist,Zeliangrong United Front militants,Unknown,0,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),The specific motive for the attack is unknown.,"10/18/2011: On Tuesday morning between 0500 and 0900, in Tamenglong, Manipur, India, a suspected group of National Socialist Council of Nagaland-Isak-Muivah Militants attacked a Zeliangrong United Front militant hideout. Two National Socialist Council of Nagaland-Isak-Muivah militants were wounded in the armed assault. No group claimed responsibility for the attack.",,,,
2011,Bishnupur,India,24.628724,93.761325,Bombing or Explosion,Government (General),Government Building/Facility/Office,The target of the bombing was the State social welfare minister's office.,Explosives/Bombs/Dynamite,Other Explosive Type,Unknown,The specific motive for the attack is unknown.,"10/18/2011: On Tuesday, in Bishnupur, Manipur, India, suspected militants detonated a low intensity improvised explosive device (IED) inside the State social welfare ministerﾒs office. The bomb was tossed in the office by militants. The blast caused no casualties and an unknown amount of property damage to the office. No group claimed responsibility for the bombing.",,,,
2011,East Garo Hills district,India,25.755953,90.677305,Armed Assault,Police,Police Security Forces/Officers,Combat Battalion for Resolute Action and Special Weapons and Tactics (SWAT) commandos,Firearms,Unknown Gun Type,Garo National Liberation Army,The specific motive for the attack is unknown.,"10/18/2011: On Tuesday, in Nengmaldalgre village, East Garo Hills, Meghalaya, India, a Garo National Liberation Army commander identified as Dilseng alias Bashish was killed during an armed assault with Combat Battalion for Resolute Action and Special Weapons and Tactics (SWAT) commandos. SWAT also recovered an Kalashnikov rifle, a pistol, three magazines, 120 rounds of ammunition, high frequency wireless set and the identity card of the deceased militant. No group claimed responsibility for the armed assault but the Garo National Liberation Army was suspected.",,,,
2011,Midnapore,India,22.424109,87.318986,Armed Assault,Police,Police Security Forces/Officers,The targets of the armed assault were police forces.,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"10/18/2011: On Tuesday, in the Banksole forest in Midnapore, West Bengal, India, members of the Communist Party of India-Maoist (CPI-M) group attacked police forces with firearms. No casualties were reported in the armed assault. No group claimed responsibility for the armed assault, but the CPI-M was suspected.",,,,
2011,Koraput,India,18.815236,82.712102,Armed Assault,Private Citizens & Property,Named Civilian,"A civilian, Puala Sadaram,",Melee,Knife or Other Sharp Object,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"10/19/2011: On Wednesday night, near Kumarganda village of Bandhugaon block in Koraput, Odisha, India, suspected militants of the Communist Party of India-Maoist (CPI-M) group fatally cut the throat of Puala Sadaram, suspecting him of being a police informer. He was abducted on 10/18/2011. No group claimed responsibility for the armed assault, but the CPI-M group was suspected of being responsible.",,,,
2011,Bastar,India,19.203477,81.934532,Unknown,Police,Police Security Forces/Officers,The guards at the forest guest house,Unknown,0,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"10/20/2011: On Thursday night, in Bastar, Chhattisgarh, India, suspected Communist Party of India-Maoists assaulted a forest guest house. No casualties were reported in the armed assault. No group claimed responsibility for the armed assault, but the Communist Party of India-Maoists group was suspected.",,,,
2011,Unknown,India,23.164543,92.937574,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Unknown,0,Unknown,The specific motive for the attack is unknown.,"10/20/2011: On Thursday, in Mizoram, India, a group of suspected militants abducted two drivers of Indian Railways identified as P K Bhattacharrya and A K Sharma. No ransom was given and the status of the hostage is unknown. No group claimed responsibility for the hostage taking.",,,,
2011,Keonjhar,India,21.63869,85.606944,Bombing or Explosion,Military,Military Transportation/Vehicle (excluding convoys),A military vehicle,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"10/20/2011: On Thursday, in Keonjhar, Odisha, India, suspected Communist Party of India-Maoists group militants detonated a land mine targeting military vehicles. The windows of the vehicle were damaged. No casualties were reported. No group claimed responsibility for the bombing, but the Communist Party of India-Maoist group was suspected.",,,,
2011,Bandugaon,India,18.936128,83.251906,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,A civilian was targeted in the hostage taking.,Firearms,Unknown Gun Type,Unknown,The specific motive for the attack is unknown.,"10/20/2011: On Thursday, in Banghugaon, Koraput, Odisha, India, a group of armed suspected Maoists abducted Krishna Pidika. Pidika was a supporter of CMAS. No casualties were reported and no group claimed responsibility for the hostage taking, but the Communist Party of India-Maoist group was suspected of being responsible. The status of the hostage is unknown.",,,,
2011,Karbi Anglong district,India,25.960734,93.497468,Armed Assault,Government (General),"Government Personnel (excluding police, military)",The target of the armed assault was a Congress leader.,Firearms,Unknown Gun Type,Karbi People's Liberation Tigers (KPLT),The specific motive for the attack is unknown.,"10/22/2011: On Saturday, in Karbi Anglong, Assam, India, suspected militants of the Karbi Peoplesﾒ Liberation Tigers group shot and killed a Congress leader identified as Langtuk Killing. No group claimed responsibility for the armed assault, but the Karbi Peoplesﾒ Liberation Tigers Militant group was suspected.",,,,
2011,Gadchiroli,India,20.181843,80.006844,Armed Assault,Police,Police Security Forces/Officers,"The target of the armed assault was a police official, identified as Ramdas Gawde.",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"10/22/2011: On Saturday, in Gadchiroli, Maharashtra, India, a group of suspected Communist Party of India-Maoist (CPI-M) group militants shot and killed Ramdas Gawde, a police official. No group claimed responsibility for the armed assault, but the (CPI-M) group was suspected.",,,,
2011,Vishakhapatnam,India,17.694295,83.227415,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,A civilian,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"10/24/2011: On Monday, in Vishakhaptnam, Andhra Pradesh, India, a group of suspected Communist Party of India-Maoist (CPI-M) militants shot and killed a former home guard identified Korra Balaraju. No group claimed responsibility, but the Communist Party of India-Maoist group were suspected.",,,,
2011,Gindra,India,23.000197,84.642681,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,A civilian was targeted in the attack.,Melee,Knife or Other Sharp Object,People's Liberation Front of India,The specific motive for the attack is unknown.,"10/25/2011: On Tuesday, near Gindra More, Jharkhand, India, a youth, identified as Dhondha Mahto was abducted by two suspected cadres of Peopleﾒs Liberation Front of India (PLFI), a breakaway faction of the Communist party of India-Maoist (CPI-Maoist). Mahto was held captive a kilometer off the village of Ginda. No group has claimed responsibility but the PLFI is suspected of being involved. The body of Mahto was found beheaded on 10/25/2011.",,,,
2011,East Garo Hills district,India,25.755953,90.677305,Armed Assault,Private Citizens & Property,Laborer (General)/Occupation Identified,An alleged police informer was targeted,Firearms,Unknown Gun Type,Garo National Liberation Army,The specific motive for the attack is unknown.,"10/25/2011: On Tuesday evening at 1930, in the Nengmandalgre village in East Garo Hills, Meghalaya, India, three suspected militants of the Garo National Liberation Army shot and wounded a woman who was suspected of working with the police. The group lead by Jenny alias Ringrang went to the victimﾒs house of Rabilla Ch Marak and shot at her left arm and leg below the hips. A note was left behind accusing her of collaborating with the police. No group claimed responsibility for the armed assault, but the Garo National Liberation Army was suspected.",,,,
2011,Mundher,India,21.364782,84.090065,Facility-Infrastructure Attack,Business,Construction,Construction company property and vehicles,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"10/25/2011: On Tuesday, in Mundher village, Sambalpur, Odisha, India, suspected Communist Party of India-Maoist (CPI-M) militants set fire to 20 vehicles and equipment of a private construction company. Maoists then attacked a group of security forces during an operation in the area. The militants fired 150 rounds at the security forces. No casualties were reported and no group claimed responsibility for the arson, but the CPI-M was suspected.",,,,
2011,Tadvai,India,18.173151,80.249049,Armed Assault,Police,Police Security Forces/Officers,Members of a special police party were targeted in the armed assault.,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"10/26/2011: On Wednesday afternoon, in Warangal, Andhra Pradesh, India, in the Tadvai forest area, a group of militants from the Communist Party of India-Maoist (CPI-Maoist) fired on a Special police party that was combing the forest area. No casualties were reported. No group claimed responsibility, but the CPI-Maoist group was suspected.",,,,
2011,Imphal,India,24.817011,93.936844,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Explosives/Bombs/Dynamite,Other Explosive Type,Unknown,The specific motive for the attack is unknown.,"10/26/2011: On Wednesday evening at 2000, on the staircase of Indian Overseas Bank in Imphal, Manipur, India, four civilians were wounded when unidentified militants detonated an improvised explosive device. The collapsible doors of the Indian Overseas Bank were damaged by the explosion. No group claimed responsibility for the bombing.",,,,
2011,Imphal,India,24.817011,93.936844,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Explosives/Bombs/Dynamite,Other Explosive Type,Unknown,The specific motive for the attack is unknown.,"10/26/2011: On Wednesday evening at 2000, in Imphal, Manipur, India, outside Milan Enterprises unidentified militants detonated an improvised explosive device (IED) that wounded three civilians. The explosion ripped the metal shutters of Milan Enterprises and caused damages to a major portion of the shop. No group claimed responsibility for the bombing.",,,,
2011,Imphal,India,24.747549,93.936958,Bombing or Explosion,Government (General),"Government Personnel (excluding police, military)",Public Work Department Chief Engineer's residence was targeted in the attack.,Explosives/Bombs/Dynamite,Grenade,Unknown,The specific motive for the attack is unknown.,"10/26/2011: On Wednesday night at 2230, in Imphal, Manipur, India, an unidentified person launched a hand grenade at the Canchipur residence of Public Work Department (PWD) Chief Engineer, M. Lokendra Singh. One 7th Manipur Rifles battalion personnel and a driver sustained injuries in the attack. No group claimed responsibility for the bombing.",,,,
2011,Churanchandpur,India,24.346092,93.699904,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,A civilian was targeted in the attack.,Unknown,0,Unknown,The specific motive for the attack is unknown.,"10/26/2011: On Wednesday, in Churachandpur, Manipur, India, Arun Kumar Jain, 30, was abducted by unknown militants while he was on his way home from his shop to celebrate Diwali. The family received a telephone call demanding a ransom of $29,755 USD (INR 1.5 million) was paid to the abductors, and then Arun would be released from the captors. The family paid the ransom at an undisclosed place at Kanglatongbi. Arun's body was recovered at Heingken village on 10/29/2011. No group has claimed responsibility.",,,,
2011,Dima Hasao district,India,25.446142,93.013695,Bombing or Explosion,Transportation,Train/Train Tracks/Trolley,The rail tracks between the Mahur and Phiding railway station on Lumding-Silchar section of North-east Frontier Railway were targeted in the bombing.,Explosives/Bombs/Dynamite,Other Explosive Type,Hill Tiger Force (HTF),The specific motive for the attack is unknown.,"10/27/2011: On Thursday night at 2305, in Dima Hasao, Assam, India, a crude bomb blast caused minor damage to the train tracks between the Mahur and Phiding railway station on Lumding-Silchar section of North-east Frontier Railway. Haflong Police said the blast was of low impact and did not hamper train service. No casualties were reported. No group claimed responsibility for the bombing, but the Hills Tiger Force was suspected of being behind the bombing.",,,,
2011,Marangada,India,23.081202,85.404639,Armed Assault,Private Citizens & Property,Laborer (General)/Occupation Identified,"An alleged police informer, Iswari Tuti,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"10/30/2011: On Sunday evening, in the Marangada village in Khunti, Jharkhand, India, three masked militants of the Communist Party of India-Maoist (CPI-Maoist) barged into the house of an alleged police informer, Iswari Tuti, and shot him dead. No group claimed responsibility for the armed assault, although CPI-Maoist militants were suspected.",,,,
2011,Khunti district,India,23.075278,85.278889,Armed Assault,Private Citizens & Property,Named Civilian,"A civilian, identified as Sukram Munda, was targeted in the attack.",Melee,Knife or Other Sharp Object,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"10/30/2011: On Sunday morning at 0500, in Khunti, Jharkhand, India, Maoist militants beheaded a man in public at Kamaria Village. The man was identified as Sukram Munda. A note left beside the body said that the victim was involved in murder, rape and robbery in the area and that others like him would meet the same fate. The Communist Party of India-Maoist (CPI-Maoist) militants claimed responsibility by leaving behind pamphlets acknowledging the killing and calling it ""justice"".",,,,
2011,Khunti district,India,23.075278,85.278889,Unarmed Assault,Private Citizens & Property,Named Civilian,An unidentified civilian was targeted in the attack.,Melee,Blunt Object,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"10/30/2011: On Sunday, near the Naditola district in Khunti, Jharkhand, India, an unidentified body of a civilian was found dead. The man's head had been crushed by a stone. No group claimed responsibility for the armed assault, but Communist Party of India-Maoist (CPI-Maoist) militants were suspected.",,,,
2011,Jamui,India,24.639748,86.505985,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"10/31/2011: On Monday night, in Jamui, Bihar, India, a group of 15 suspected left-wing Communist Party of India Naxalites rebels forcefully entered an office of a private construction company near Balthar Ghat and abducted 15 employees by gun-point. According to police, the kidnapped have been taken away to a 7-8 kilometer stretch of mountainous terrain between Jamui and Giridih in the neighboring the state of Jharkhand, but the current status of the hostages is unknown. The kidnappers are demanding a sizeable ransom for the release of the captives. No group claimed responsibility for the hostage taking but Communist Party of India Naxalites is suspected.",,,,
2011,Konta,India,17.810239,81.382213,Armed Assault,Police,Police Security Forces/Officers,Two policemen were targeted in the armed assault.,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"10/31/2011: On Monday night, in Dantewada, Chhattisgarh, India, militants of the Communist Party of India-Maoist (CPI-Maoist) shot and injured two policemen who were on their way to guard a Salwa Judum camp. The two policemen were critically wounded in the attack. No group claimed responsibility for the attack, but CPI-Maoists are suspected.",,,,
2011,Nengpatchi,India,25.621309,90.783707,Armed Assault,Police,Police Patrol (including vehicles and convoys),The highway police patrol was targeted in the attack.,Firearms,Unknown Gun Type,Garo National Liberation Army,The specific motive for the attack is unknown.,"10/31/2011: On Monday, in East Garo Hills, Meghalaya, India, 12 to 15 suspected militants from the Garo National Liberation Army (GNLA) ambushed a highway police patrol in Nengpatchi village, killing four officers and a civilian. Two other police officers were wounded. The deceased policemen were identified as N.R. Marak, Probinson Sangma, Victor Marak and E. Sangma. The two policemen who survived the attack have been identified as Peter Sangma and D. Sangma. Two Kalashnikov AK-47s, two self loading rifles, and one M4 Carbine were stolen by militants from the police. No groups claimed responsibility but the GNLA, allegedly led by its ﾑcentral area commanderﾒ Rakkam Marak and former Police constable Savio Ch Marak, the ﾑarea commanderﾒ of West Khasi Hills, is suspected of being involved.",,,,
2011,Kupwara,India,34.526179,74.254614,Bombing or Explosion,Military,Paramilitary,A Rashtriya Rifles picket in Kupwara district town,Explosives/Bombs/Dynamite,Grenade,Militants,"Specific motive is unknown; however, the grenade was meant for a military picket, not for civilians","11/1/2011: Militants threw a grenade at a picket of the Rashtriya Rifles (military) in Kupwara district town, Jammu and Kashmir, India.  The grenade fell short of the picket and exploded near pedestrians, injuring five bystanders.  No group claimed responsibility for the incident.",,,,
