Year,City,Country,latitude,longitude,attack type,Target Type,Target Sub Type,Target,Weapon Type,Weapon sub type,Terrorist Organization,motive,summary,,
2010,Dudhapani,India,23.961479,87.229486,Bombing or Explosion,Private Citizens & Property,Farmer,"A farmer and suspected police informer, Pradeep Singh,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),"The specific motive for the attack is unknown; however, it was suspected that the attack was carried out because the militants believed Sing to be a police informer.","12/01/2010: On Wednesday, in the Doodhapani area of Jamtara, Jharkhand, India, unidentified militants shot and killed a farmer identified as Pradeep Singh, then beheaded him. The specific motive for the attack is unknown; however, it was suspected that the attack was carried out because the militants believed Sing to be a police informer. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,
2010,Kumari,India,22.97566,86.625366,Bombing or Explosion,Private Citizens & Property,Political Party Member/Rally,"A supporter of the Communist Party of India-Marxist (CPM), Bikash Mondol,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"12/01/2010: On Wednesday evening, in the Kumardi area of Balarampotre, Purulia, West Bengal, India, four unidentified militants shot and killed a supporter of the Communist Party of India-Marxist (CPM), Bikash Mondol. According to police, the militants fled to Jharkhand on Mondolﾒs motorcycle. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,
2010,Tupakulagudem,India,18.45767,79.941488,Bombing or Explosion,Transportation,Bus (excluding tourists),An Andhra Pradesh State Road Transport Corporation (APARTC) bus,Incendiary,Gasoline or Alcohol,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"12/02/2010: On Thursday night, in Tupakulagudem village in Eturnagaram, Warangal, Andhra Pradesh, India, a group of five unidentified militants broke the diesel tank of an Andhra Pradesh State Road Transport Corporation (APARTC) bus and poured the fuel on the vehicle, setting in on fire. The attack caused an unknown amount of property damage to the vehicle. No casualties were reported and no group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,
2010,Karimnagar,India,18.435465,79.129664,Bombing or Explosion,Private Citizens & Property,Political Party Member/Rally,"A former activist of the Communist Party of India-Marxist Leninist (CPM-L), Kommu Satyam,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because the victim was accused of being a police informer.,"12/02/2010: On Thursday night, in one of two linked attacks, in the Palmela area of Karimnagar, Andhra Pradesh, India, a group of 20 unidentified militants shot and killed a former activist of the Communist Party of India- Marxist Leninist (CPM-L), identified as Kommu Satyam. According to police, the militants arrived at Satyamﾒs residence and shot him suspecting him to be a police informer. The militants later barged into the home of another former activist, D. Tirupathi, and kidnapped him, also branding him as a police informer. The status of Tirupathi is unknown. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,
2010,Karimnagar,India,18.435465,79.129664,Bombing or Explosion,Private Citizens & Property,Political Party Member/Rally,"A Communist Party of India- Marxist Leninist activist (CPM-L) and suspected police informer, identified as D Tirupathi,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because the victim was accused of being a police informer.,"12/02/2010: On Thursday night, in one of two linked attacks, in the Palmela area of Karimnagar, Andhra Pradesh, India, a group of 20 unidentified militants kidnapped a Communist Party of India- Marxist Leninist activist (CPM-L), identified as D Tirupathi. Tirupathi was branded as a police informer and his status is unknown. No casualties or damages were reported in the attack. The militants had earlier gone to the house of another former CPM-L supporter, Kommu Satyam, and shot and killed him, also branding him as a police informer. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,
2010,Laxmipuram,India,18.262023,79.686485,Bombing or Explosion,Private Citizens & Property,Laborer (General)/Occupation Identified,"A tailor, Shaik Majeed, who was accused of being a police informer,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because the victim was accused of being a police informer.,"12/02/2010: On Thursday, in the Laxmipuram village of Warangal, Andhra Pradesh, India, around 20 unidentified militants shot and killed a tailor, identified as Shaik Majeed, who was accused of being a police informer. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,
2010,Sarvaipeta,India,18.951288,79.805131,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Three family members of a former Communist Party of India-Maoist (CPI-M),Unknown,0,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because the victimsﾒ family member was not home when the militants came to kill him for acting as a police informer.,"12/02/2010: On Thursday, in the Sarvaipeta village of Warangal, Andhra Pradesh, India, unidentified militants attacked and injured three civilians who were reportedly family members of a former Communist Party of India-Maoist (CPI-M) militant, identified as J. Ganapathi. Reportedly, the militants went to Ganapathiﾒs house and asked for him. When his family informed the militants that he was not staying there, they took Ganapathiﾒs wife, Bhagyalaxmi, father Sammaiah and his brother Rammurthy to the village and thrashed them near the martyrﾒs memorial and warned that they would kill Ganapathi for acting as Police informer. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,
2010,Banspal,India,21.390826,85.373043,Bombing or Explosion,Police,"Police Building (headquarters, station, school)",An abandoned police outpost,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"12/02/2010: On Thursday night, in Banspal village in Keonjhar, Odisha, India, around 30 unidentified armed militants triggered a landmine at an abandoned Bansapani Police outpost. No casualties were reported, but the front portion of the one-room building was damaged. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,
2010,Pali,India,25.320817,85.125607,Bombing or Explosion,Business,Construction,"Construction equipment, a mixer machine, and a water tanker at the office of a private road construction firm",Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out to threaten the contractor into paying the group extortion money.,"12/02/2010: On Thursday night, at Salempur Lodi Road in Pali, Jehanabad, Bihar, India, over 50 armed militants set ablaze construction equipment, including a mixer machine and a water tanker, at the office of a private road construction firm. The attack caused an unreported amount of property damage and no casualties. Communist Party of India-Maoists (CPI-M) claimed responsibility for the attack. Leaflets left at the incident site threatened the contractor with more attacks unless the contractor paid extortion money to the group.",,
2010,Begusarai,India,25.419187,86.131449,Bombing or Explosion,Transportation,Train/Train Tracks/Trolley,A section of the East Central Railway track,Explosives/Bombs/Dynamite,Unknown Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out in retaliation for the death of 10 colleagues in a gun-battle with criminals near the Ganga-Gandak River in Munger on 11/29/2010.,"12/03/2010: On Friday night around 2315 to 2330, in one of two linked attacks, between the Tilrath and Begusarai train stations in Bihar, India, militants blew up a section of the East Central Railway track, causing an unreported amount of property damage and no casualties. One of the gatemen claimed that Communist Party of India-Maoists (CPI-M) gave him a poster that mentioned two bombs that were placed on the tracks and asked him to inform higher authorities about it. According to the gateman, 10 minutes after receiving the poster, he heard a loud explosion. The explosion had left a large crater in the tracks and destroyed about one meter of tracks. The militants also detonated a bomb on a railway line near Kursela station in Khagaria District, causing no casualties or damages. Maoists claimed responsibility for the attack, saying that the blasts were in retaliation for the death of 10 colleagues in a gun-battle with criminals near the Ganga-Gandak River in Munger on 11/29/2010.",,
2010,Kursela,India,25.451103,87.250206,Bombing or Explosion,Transportation,Train/Train Tracks/Trolley,Railway tracks near the Kursela station,Explosives/Bombs/Dynamite,Unknown Explosive Type,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out in retaliation for the death of 10 colleagues in a gun-battle with criminals near the Ganga-Gandak River in Munger on 11/29/2010.,"12/03/2010: On Friday night, in one of two linked attacks, in the Kursela area of Khagaria, Bihar, India, a group of militants detonated an improvised explosive device targeting a section of railway track, causing no casualties. The militants also detonated an explosive on a section of the East Central Railway track between the Tilrath and Begusarai train stations. One of the gatemen claimed that Communist Party of India-Maoists (CPI-M) gave him a poster that mentioned two bombs that were placed on the tracks and asked him to inform higher authorities about it. According to the gateman, 10 minutes after receiving the poster, he heard a loud explosion. The explosion had left a large crater in the tracks and destroyed about one meter of tracks. Maoists claimed responsibility for the attack, saying that the blasts were in retaliation for the death of 10 colleagues in a gun-battle with criminals near the Ganga-Gandak River in Munger on 11/29/2010.",,
2010,Chatro,India,24.12157,86.360486,Bombing or Explosion,Government (General),"Government Personnel (excluding police, military)","Nunulal Marandi, the younger brother of former Chief Minister Babulal Marandi,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"12/04/2010: On Saturday, in the Chatra Bazaar area of Giridih, Jharkhand, India, a group of unidentified militants attacked the vehicle of Nunulal Marandi, the younger brother of former Chief Minister Babulal Marandi. According to police, Nunulal was inaugurating a campaign office of a Zila Parishad candidate for the ongoing panchayat elections at Chatro bazaar when about six cadres of the Communist Party of India-Maoist (CPI-M) opened fire on him. No casualties or damages were reported and no group claimed responsibility, but it was suspected that Maoists were responsible.",,
2010,Imphal,India,24.817011,93.936844,Bombing or Explosion,Government (General),"Government Personnel (excluding police, military)","A government assistant engineer of the Public Works Department, identified as Ningthoujam Bimol,",Firearms,Unknown Gun Type,Unknown,The attack was carried out to obtain a list of sub-contractors of tenders announced by the government.,"12/04/2010: On Saturday morning around 1030, near a private residence in the Keishamthong Elangbam Leikai area of Imphal West, Manipur, India, four unidentified militants kidnapped a government assistant engineer of the Public Works Department, identified as Ningthoujam Bimol, at gunpoint. According to Bimol, two unidentified militants had come on a Dio scooter and asked him to go with them on the pretext of official work. They took him to near the Tiddim Oil Pump on Imphal-Churachandpur road, where two other kidnappers were waiting in a white colored Maruti car. They drove away with Bimol towards Moirang. He said the kidnappers demanded a list of sub-contractors of tenders announced by the government. Bimol was released around 0900 in the morning on 12/08/2010. No casualties were reported and no group claimed responsibility for this incident.",,
2010,West Midnapore district,India,22.404193,87.379866,Bombing or Explosion,Terrorists/Non-State Militia,Non-State Militia,"Ajit Bera, a Maoist-backed Police Santrash Birodhi Janasadharaner Committee (PSBJC) supporter,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because the victim was accused of being a police informer and accused of being involved in the arrest of two Santrash Birodhi Janasadharaner Committee (PSBJC) activists.,"12/05/2010: On Sunday, in the Bachurkhayar area near Nayagram of West Midnapore, West Bengal, India, Communist Party of India-Maoist (CPI-M) gunmen shot and killed a Maoist-backed Police Santrash Birodhi Janasadharaner Committee (PSBJC) supporter, also known as the Peopleﾒs Committee against Police Atrocities (PCPA), identified as Ajit Bera. Posters left at the incident site claimed that Bera was a police informer and that he was involved in the arrest of two PSBJC supporters at Nayagram.",,
2010,Imphal,India,24.811548,93.93334,Bombing or Explosion,Private Citizens & Property,Marketplace/Plaza/Square,The Nagamapal Market,Explosives/Bombs/Dynamite,Other Explosive Type,Unknown,The specific motive for the attack is unknown.,"12/06/2010: On Monday, in Imphal, Manipur, India, unidentified militants detonated an improvised explosive device at the crowded Nagamapal Market, injuring five civilians. One police official suspected that the militants lobbed a grenade from a motorcycle and sped away, but that report has not been confirmed. The attack caused an unreported amount of property damage and no group claimed responsibility for this incident.",,
2010,Topadihi,India,22.045186,85.163631,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,"Three civilians accused of being police informers, identified as Duad Munda, Juan Munda and Nuan Munda,",Melee,Knife or Other Sharp Object,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because the victims were accused of being police informers.,"12/06/2010: On Monday morning around 0900, in the Topadihi area of Sundargarh, Odisha, India, unidentified militants kidnapped Daud Munda and took him to the dense Saranda forest. The militants later released Daud after around 100 Topadihi villagers appealed to the militants to release him. Around 1200 noon, the militants numbering around 60 again entered the village and abducted Daud Munda and two others identified as Juan and Nuan Munda. The victimsﾒ throats were later cut and their bodies were found lying near the Topadih railway tracks in the Saranda forest. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,
2010,Cherla,India,18.074414,80.830148,Bombing or Explosion,Telecommunication,Telephone/Telegraph,A mobile phone tower was targeted in the attack.,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"12/07/2010: On Tuesday morning, in the Charla area of Khammam, Andhra Pradesh, India, around 15 armed militants set fire to a private owned mobile phone tower, causing an unreported amount of property damage. No casualties were reported the Communist Party of India-Maoists (CPI-M) claimed responsibility. Leaflets were left at the incident site.",,
2010,Chintapalle,India,17.867895,82.352578,Bombing or Explosion,Business,Farm/Ranch,A coffee plantation was targeted in the attack.,Unknown,0,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"12/07/2010: On Tuesday, in the Chintapalli area of Visakhapatnam, Andhra Pradesh, India, unidentified militants attacked a coffee plantation by unknown means. No casualties were reported, but four quarters of the plantation were damaged, the roofs were completely destroyed and the walls suffered damages. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,
2010,Mathurapur,India,24.749905,84.370896,Bombing or Explosion,Transportation,Bus (excluding tourists),A bus was targeted in the attack.,Incendiary,Arson/Fire,Tritiya Prastuti Committee (India),The specific motive for the attack is unknown.,"12/07/2010: On Tuesday night, near Mathurapur in Mali, Aurangabad, Bihar, India, 20-25 armed militants set fire to a bus after asking the passengers to get down. Police officials claim said that there were around 50 passengers on board when the bus was intercepted. The attack caused no casualties and an unreported amount of property damage. No group claimed responsibility, but it was suspected that cadres of Tritiya Prastuti Committee (TPC) were responsible.",,
2010,Bhamragad,India,19.414814,80.589669,Bombing or Explosion,Private Citizens & Property,Named Civilian,"A former militant, Rakesh Chandu Veladi, was targeted in the attack.",Unknown,0,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"12/07/2010: On Tuesday night, in Kedmara village under Tadgaon sub-police station in Bhamragad tehsil of Gadchiroli, Maharashtra, India, suspected cadres of the Communist Party of India-Maoist (CPI-M) killed their former colleague, identified as Rakesh Chandu Veladi. According to police, upon learning of his presence in the Kedmara village, the militants went to the village and took Veladi. Veladiﾒs body was recovered from the Tadgaon-Mannerajaram Road on the morning of 12/08/2010. No group claimed responsibility for the attack.",,
2010,Maram,India,25.423602,94.106609,Bombing or Explosion,Military,Paramilitary,Two Assam Rifles personnel,Melee,Knife or Other Sharp Object,Unknown,The specific motive for the attack was to intimidate Indian law enforcement.,"12/07/2010: On Tuesday, on a bus in the Maram area of Senapati, Manipur, India, unidentified militants stabbed and injured two Assam Rifles personnel with knives, identified as P. Mahesh and Rahman. One of the injured later succumbed to his injuries and died on 12/08/2010. There were no damages and no group claimed responsibility for the attack.",,
2010,Varanasi,India,25.317645,82.973914,Bombing or Explosion,Private Citizens & Property,Religion Identified,Hundreds of Hindu worshipers,Explosives/Bombs/Dynamite,Other Explosive Type,Indian Mujahideen,"The specific motive for the attack is unknown; however, the attack took place when hundreds of people, many of them foreigners, gathered at the ritual bathing ghats for a daily Hindu prayer.","12/07/2010: On Tuesday evening around 1830, near a temple along the Ganges River in Varanasi, India, an improvised explosive device placed on the steps of a dock leading to the river was triggered, causing an unreported amount of property damage. A two-year-old girl was killed and at least 30 others, including four foreigners, were injured in the attack. One of the injured succumbed to her injuries on 12/11/2010. The specific motive for the attack is unknown; however, the attack took place when hundreds of people, many of them foreigners, gathered at the ritual bathing ghats for a daily Hindu prayer. Minutes after the attacks, various media outlets received an email by the Indian Mujahideen (IM) claiming responsibility for the attack. Reportedly, the five page e-mail was sent from Malad in the suburb of Mumbai and signed by Al-Arbi.",,
2010,Koraput district,India,18.815236,82.712102,Bombing or Explosion,Private Citizens & Property,Named Civilian,"A civilian, identified as Sambharu Huika,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because the victim refused to join the militants.,"12/08/2010: On Wednesday night at 2300, in Odiapentha village in Koraput, Odisha, India, a group of 60 armed militants killed a tribal youth, identified as Sambharu Huika, after he refused to join their ranks. According to witnesses, Huika was dragged from his office and shot a few feet from his residence. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,
2010,Sundargarh district,India,22.124002,84.043175,Bombing or Explosion,Private Citizens & Property,Laborer (General)/Occupation Identified,"Anup Singh and Bisra Singh, suspected police informers,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because the victims were accused of being police informers.,"12/09/2010: On Thursday morning, in Nangalakata village in Sundargarh, Odisha, India, around 200 armed militants barged into the village and abducted six villagers at gun point. The militants than took the victims to a nearby school building where the villagers reportedly had a heated exchange of words with the militants. Subsequently, four villagers were released while the other two were killed. The two victims, identified as Anup Singh and Bisra Singh, had their throats cut and were suspected by the Communist Party of India-Maoist (CPI-M) militants as being police informers. Posters were left at the incident site warning villagers not to support the police.",,
2010,Khayrasole,India,23.788266,87.265564,Bombing or Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,"A local leader of the ruling Communist Party of India-Marxist, identified as Sashti Bauri,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"12/09/2010: On Thursday evening around 1815, at Khairasol, Birbhum, West Bengal, India, four to five unidentified militants entered the Khairasole zonal committee office and shot local ruling Communist Party of India-Marxist (CPI-M) leader, Sashti Bauri, three times at close range and killed him. The militants then fled on motorcycles. No damages were reported and no group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible. Party leaders claimed that Maoist posters were left around the room where Bauri was killed.",,
2010,Kaliatal,India,18.703974,82.218936,Bombing or Explosion,Telecommunication,Telephone/Telegraph,A mobile tower was targeted in the attack.,Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),"The specific motive for the attack is unknown; however, it was suspected that the attack was carried out to disrupt communications.","12/10/2010: On Friday night, at Kaliatal in Baipariguda, Koraput, Odisha, India, more than 10-12 unidentified militants set fire to a mobile tower to disrupt communications, causing an unreported amount of property damage. No casualties were reported and no group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,
2010,Jangalmahal,India,23.066347,87.403396,Bombing or Explosion,Private Citizens & Property,Political Party Member/Rally,"Two Communist Party of India-Marxist (CPM) supporters, identified as Mahesh Soren and his brother Narayan,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"12/10/2010: On Friday night, in the Jangalmahal area near Lalgarh in West Midnapore, West Bengal, India, unidentified militants shot and killed two supporters of the ruling Communist Party of India-Marxist (CPM), identified as Mahesh Soren and his brother Narayan. Their bodies were found on the outskirts of the Chotopelia village on 12/11/2010. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,
2010,Mahupada,India,22.076174,85.028135,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Three unidentified civilians,Firearms,Rifle/Shotgun (non-automatic),Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"12/11/2010: On Saturday, in Mahupada village in Sundargarh, Odisha, India, unidentified militants attempted to kidnap three civilians; however, security forces foiled the abduction before it was carried out. Reportedly, the villagers, along with Central Reserve Police Force (CRPF) and Special Operation Group (SOG) forces chased the militants and rescued all three hostages. No casualties were reported and no group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M0 militants were responsible. Security forces arrested the five militants from Nuagaon village in the same police limits of the Mahupada village. Two rifles and some unknown explosive materials were seized from the arrested Maoists, identified as Bagana Tarkot, Kande Tarkot, Nancy Tarkot (woman), Mangara Tarkot and Matara Tarkot. Mangara and Matara were top Maoists of Jharkhand and relatives of most wanted Maoist Madhusudan Tarkot while Kande and Nancy are siblings.",,
2010,West Singhbhum district,India,22.365086,85.437557,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Voters,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out to threaten voters during the third phase of panchayat elections.,"12/13/2010: On Monday, in Parangir village in West Singhbhum, Jharkhand, India, suspected Communist Party of India-Maoist (CPI-M) militants fired upon voters during the third phase of the panchayat elections. No casualties or damages were reported and no group claimed responsibility, but it was suspected that Maoists were responsible.",,
2010,Rajpur,India,24.302783,85.005153,Bombing or Explosion,Government (General),Election-related,A polling party was targeted in the attack.,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out against a polling party for the third phase of panchayat elections.,"12/14/2010: On Tuesday, in Rajpur village in Chatra, Jharkhand, India, suspected Communist Party of India-Maoist (CPI-M) militants triggered a landmine blast minutes after a polling party crossed the area. No casualties or damages were reported and no group claimed responsibility, but it was suspected that Maoists were responsible.",,
2010,Simdega district,India,22.610968,84.502431,Bombing or Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Two civilians,Firearms,Unknown Gun Type,People's Liberation Front of India,"The specific motive for the attack is unknown; however, the victims were said to be Communist Party of India-Maoist (CPI-M) sympathizers.","12/16/2010: On Thursday, in the Soya area of Ranchi, Simdega, Jharkhand, India, suspected Peopleﾒs Liberation Front of India (PLFI) militants fired upon and killed two civilians and wounded two others. The specific motive for the attack is unknown; however, the victims were said to be Communist Party of India-Maoist (CPI-M) sympathizers. No group claimed responsibility.",,
2010,Williamnagar,India,25.500247,90.605023,Bombing or Explosion,Business,Mining,"A coal exporter, identified as Rimudu Sutnga, was targeted in the attack.",Unknown,0,Garo National Liberation Army,The specific motive for the attack is unknown.,"12/16/2010: On Thursday evening at 1800, at a coal depot in Warima, South Garo Hills, Meghalaya, India, two unidentified militants abducted a coal exporter, identified as Rimudu Sutnga. Sutnga was released by his kidnappers on 01/16/2010. No group claimed responsibility, but it was suspected that Garo National Liberation Army (GNLA) militants were responsible.",,
2010,Chandel district,India,24.33168,94.000705,Bombing or Explosion,Military,Military Unit/Patrol/Convoy,A 36 Assam Rifles division military patrol,Unknown,0,United National Liberation Front (UNLF),The attack was carried out in response to the visit of Indian Home Minister P Chidambaram to Manipur.,"12/17/2010: On Friday morning around 0930, between the Tuitang and Sehlon villages in Chandel, Manipur, India, suspected Manipur Peopleﾒs Army (MPA) militants ambushed a 36 Assam Rifles division military patrol by unknown means injuring six soldiers and causing an unknown amount of property damage. In a statement issued by its senior publicity officer, Ksh Yoiheiba, the United National Liberation Front (UNLF) claimed responsibility, stating that the attack was in response to the visit of Indian Home Minister P Chidambaram to Manipur.",,
2010,Bagbinda,India,23.346597,86.009606,Bombing or Explosion,Government (General),"Government Personnel (excluding police, military)",Seven Forward Bloc workers,Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because the victims were accused of being police informers.,"12/17/2010: On Friday night around 0200, in Baghbinda village of Jhalda, Puruliya, West Bengal, India, 10-12 armed militants shot and killed seven Forward Bloc workers on suspicion that they were police informers. The victims were identified as Chapala Garai, Tapan Singh Sardar, Kinkar Singh, Rajesh Singh, Gopeswar Mahato, Gobardhan Singh and Arjun Singh Mura. According to police, the victims were taken from their homes and shot at close range in a field in the hilly village bordering Jharkhand. Reportedly, the militants first raided the house of Chandicharan Singh Sardar, president of the local level Gitalaya village government, and upon discovering the he was not at home, took his brother Tapan Singh Sardar and killed him near the house. The militants then took the six remaining victims to the field in which their bodies were discovered. The Communist Party of India-Maoists (CPI-M) claimed responsibility for the attack. Maoist posters left at the incident site claimed that the villagers were spying for the security personnel.",,
2010,Chowka More,India,22.959166,85.965274,Bombing or Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,"Mukund Singh, a contractor and a former block Congress Party president,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"12/18/2010: On Saturday, in Urmal village in Chowka, Seraikela-Kharsawan, Jharkhand, India, unidentified militants shot and killed Mukund Singh, a contractor and a former block Congress Party president. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,
2010,Dhepaguda,India,19.402352,83.295273,Bombing or Explosion,Transportation,Bridge/Car Tunnel,A bridge was targeted in the attack.,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out to obstruct the Border Security Force (BSF) troopers deployed in the area.,"12/19/2010: On Sunday night, at Podapodar of Narayanpatna Block near the Dhepaguda village in Koraput, Odisha, India, unidentified militants used a landmine to blow up a culvert to obstruct the Border Security Force (BSF) troopers deployed in the area. No casualties or damages were reported and no group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,
2010,West Midnapore district,India,22.404193,87.379866,Bombing or Explosion,Educational Institution,Teacher/Professor/Instructor,"Kalicharan Mahato, a primary school teacher and a local ruling Communist Party of India-Marxist leader,",Firearms,Unknown Gun Type,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because the victim was accused of being a police informer.,"12/19/2010: On Sunday night, in the Chotokhakri village of West Midnapore, West Bengal, India, around 20 militants raided a house and shot and killed a primary school teacher, identified as Kalicharan Mahato, who is also a local ruling Communist Party of India-Marxist (CPM) leader. The Communist Party of India-Maoist (CPI-M) claimed responsibility. Posters left at the incident site branded Mahato as a police informer.",,
2010,Jhargam,India,22.45109,86.995289,Bombing or Explosion,Private Citizens & Property,Laborer (General)/Occupation Identified,"A railway worker, Srikant Saren, was targeted in the attack.",Incendiary,Arson/Fire,Communist Party of India - Maoist (CPI-Maoist),"The attack was reportedly carried out because the Communist Party of India-Maoists (CPI-M) wanted unemployed villagers to be given the task under the National Rural Employment Guarantee Act (NREGA), instead of using machines for the purpose.","12/19/2010: On Sunday morning at 0830, in Nunnungeria village in Jhargram, West Midnapore, West Bengal, India, suspected Communist Party of India-Maoist (CPI-M) militants set fire to a bulldozer after killing a railway worker, Srikant Saren, who had brought the bulldozer to the village in order to dig a pond. Supposedly the Maoists wanted unemployed villagers to be given the task under the National Rural Employment Guarantee Act (NREGA), instead of using machines for the purpose. The attack caused an unknown amount of property damage and no group claimed responsibility.",,
2010,Palamu district,India,24.128611,84.185712,Bombing or Explosion,Police,Police Security Forces/Officers,Security forces carrying ballot boxes after a village election was the suspected target.,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),"The specific motive for the attack is unknown; however, it was suspected that the bomb was targeting security forces carrying ballot boxes after a village election.","12/20/2010: On Monday, on a road connecting Manatu and Padma in Palamau, Jharkhand, India, a landmine was discovered and defused, causing no casualties or damages. It was believed that the bomb was targeting security forces carrying ballot boxes after a village election. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,
2010,Dantewada,India,18.9,81.35,Bombing or Explosion,Educational Institution,Other Personnel,"A suspected police informer and school cook, Sudhru Ram,",Melee,Knife or Other Sharp Object,Communist Party of India - Maoist (CPI-Maoist),The attack was carried out because the victim was accused of being a police informer.,"12/21/2010: On Tuesday evening, in Gufa Para village in Dantewada, Chhattisgarh, India, a group of 10 unidentified militants killed a villager, identified as Sudhru Ram, on suspicion that he was a police informer. According to police, the villager was hacked to death. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist (CPI-M) militants were responsible.",,
2010,Gadchiroli district,India,20.181843,80.006844,Bombing or Explosion,Police,Police Security Forces/Officers,A police commander was targeted in the attack.,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),The specific motive for the attack is unknown.,"12/21/2010: On Tuesday afternoon around 1545, on Sironcha-Aheri Road in Gadchiroli, Maharashtra, India, unidentified militants triggered a landmine blast targeting a police vehicle. One policemen was killed and at least six others were injured. The damages caused are unknown. Commander Gangadhar Sidam leading the commandos survived the attack. This is the second time that he survived an attack. No group claimed responsibility, but it was suspected that Communist Party of India-Maoist militants were responsible.",,
