Year,City,Country,latitude,longitude,attack type,Target Type,Target Sub Type,Target,Weapon Type,Weapon sub type,Terrorist Organization,motive,summary,,,,
2005,Karbu Anglong district,India,26.181451,93.699045,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians in Karbi Anglong (District),Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),To protest India's Republic Day celebrations,01/19/2005: Members of the United Liberation Front of Assam set off a bomb in Indiaﾒs eastern (District) of Karbi Anglong injuring three people. The United Liberation Front of Assam claimed responsibility for the bombing in phone statement made to a local newspaper later in the day.,,,,
2005,Unknown,India,26.200604,92.937574,Armed Assault,Utilities,Oil,An section of oil pipeline running through Sivasagar (District),Explosives/Bombs/Dynamite,Land Mine,United Liberation Front of Assam (ULFA),To protest India's Republic Day celebrations,01/19/2005: Members of the United Liberation Front of Assam set off a land mine in Indiaﾒs Assam State that blew up a crude oil pipeline belonging to the Oil and Natural Gas Corporation (ONGC). A United Liberation Front of Assam spokesperson claimed responsibility for the attack in a telephone interview with a local newspaper.,,,,
2005,Unknown,India,26.200604,92.937574,Armed Assault,Telecommunication,Telephone/Telegraph,A telephone exchange facility in Golaghat (District),Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),To protest India's Republic Day celebrations,01/19/2005: Members of the United Liberation Front of Assam planted a time bomb in a telephone exchange in Indiaﾒs Assam State. Local police discovered and defused the bomb. A spokesperson for the United Liberation Front of Assam claimed responsibility for the attempted bombing in a telephone statement made to a local newspaper.,,,,
2005,Baramulla,India,34.213006,74.342618,Armed Assault,Private Citizens & Property,Political Party Member/Rally,"Rafiq Ahmed Dar, an Independent political candidate in Old Baramulla",Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"01/21/2005: Unknown perpetrators threw a grenade the home of Rafiq Ahmed Dar, a local political candidate in Old Baramulla, India. The grenade detonated on the roof of Darﾒs house, but he was unharmed in the attack. No group claimed responsibility for the incident.",,,,
2005,Guwahati,India,26.179222,91.753346,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians in Ganeshguri area near the Disper capital complex in Guwahati,Explosives/Bombs/Dynamite,Grenade,United Liberation Front of Assam (ULFA),Unknown,"01/24/2005: Suspected members of the United Liberation Front of Assam threw a grenade near the Disper capital complex in Guwahati, India. Six people were injured in the attack. No group claimed responsibility for the grenade attack.",,,,
2005,Sumbal,India,34.230705,74.647311,Armed Assault,Government (General),"Government Personnel (excluding police, military)","Finance Minister of Jammu and Kashmir State, Muzaffar Hussain Baig",Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"01/27/2005: An unknown perpetrator threw a grenade at the Jammu and Kashmir State Finance Minister, Muzaffar Hussain Baig in Sumbal, India. The grenade did not explode and Baig was unharmed in the attack. No group claimed responsibility for the attack.",,,,
2005,Pampore,India,34.016667,74.918056,Armed Assault,Government (General),"Government Personnel (excluding police, military)","Zahoor Ahmed Mir, a member of the Legislative Assembly",Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"01/27/2005: Unknown perpetrators fired a grenade at Zahoor Ahmed Mir, a Peopleﾒs Democratic Party member of India's Legislative Assembly from Pampore in Jammu and Kashmir Stateﾒs Pulwama (District). Although Mir escaped unharmed, 26 people were injured in the attack including four policemen. No group claimed responsibility for the attack.",,,,
2005,Srinagar,India,34.089563,74.800344,Armed Assault,Educational Institution,School/University/Educational Building,The Government Girls High School campus in Srinagar,Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"01/31/2005: Unknown perpetrators threw a grenade at the Government Girls High School in Srinagar, India injuring one person. The perpetrators were suspected of targeting a polling booth housed within the school. No group claimed responsibility for the attack.",,,,
2005,Nachala,India,33.778175,76.576171,Armed Assault,Private Citizens & Property,House/Apartment/Residence,A private residence in Nachala,Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"01/31/2005: Unidentified perpetrators threw a grenade inside a personal residence in Nachala, India. The grenade killed four people and injured two others. No group claimed responsibility for the attack.",,,,
2005,Gainad,India,33.778175,76.576171,Armed Assault,Police,Police Patrol (including vehicles and convoys),A police patrol in Gainad,Firearms,Unknown Gun Type,Harkatul Jihad-e-Islami,Unknown,"01/31/2005: Suspected Harkatul Jihad-e-Islami members fired on a police patrol in Gainad, India. The police with the support of the Indian Army returned fire killing three of the perpetrators. No group claimed responsibility for the ambush.",,,,
2005,Nashla,India,33.165,75.503056,Armed Assault,Private Citizens & Property,House/Apartment/Residence,Family at home in Nashla,Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"01/31/2005: Suspected Islamic militants hurled a grenade at a house in Nashla village, Doda (District), Jammu-Kashmir, India. A woman and three children were killed and two family members injured. No group claimed formal responsibility",,,,
2005,Budgam district,India,33.939181,74.63913,Armed Assault,Government (General),"Government Personnel (excluding police, military)",Unknown,Firearms,Unknown Gun Type,Unknown,Unknown,"02/08/2005: Suspected Islamic militants shot and killed municipal councilor, Mohiudin Mir, in the Budgam (District) of Indiaﾒs Jammu and Kashmir State. The victim had been traveling to Srinagar when he was killed. No group claimed responsibility for the assassination.",,,,
2005,Unknown,India,15.317278,75.713888,Armed Assault,Police,"Police Building (headquarters, station, school)",Karnataka State Police Reserve Camp,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,Maoists were attacking a police camp.,02/11/2005: Suspected Maoists killed six policemen during an attack on a school building in which local police were sleeping in India's Karnataka State. The perpetrators threw hand grenades during the attack which caused explosions that collapsed a portion of the building.,,,,
2005,Shopian,India,33.717003,74.836092,Armed Assault,Military,Military Transportation/Vehicle (excluding convoys),Jeep with Indian solidiers,Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"02/13/2005: Suspected Islamic militants threw a grenade into a market in Shopian, India injuring 25 people. The perpetrators threw the grenade at Indian soldiers riding in a Jeep, but it missed the vehicle and exploded in the market. No group claimed responsibility for the attack.",,,,
2005,Srinagar,India,34.090285,74.800092,Armed Assault,Government (General),Government Building/Facility/Office,Government office building,Firearms,Unknown Gun Type,Al-Mansoorian,Unknown,"02/24/2005: Two Islamic militants attacked Indian Kashmirﾒs Administrative Headquarters in Srinagar, India. The perpetrators stormed the complex trapping more than 250 employees inside. Indian police rescued the trapped civilians after two hours of captivity inside the complex. The two perpetrators, three policemen and two civilians were killed in the fighting. Both Al-Mansoorian and Al-Badr claimed responsibility for the attack.",,,,
2005,Matribugh,India,33.778175,76.576171,Armed Assault,Military,Paramilitary,Members of the Rashtriya Rifles in Matribugh,Firearms,Unknown Gun Type,Hizbul Mujahideen (HM),"The shootout and kidnapping resulted from an altercation with police on the night of February 28, 2005 in Matribugh village.","03/01/2005: Members of Hizb-ul Mujahideen kidnapped then killed two Indian soldiers Matribugh, India. Three Indian soldiers were reported to have been injured in the attack as well. Also, three Hizb-ul Mujahideen members were killed in the gun battle. Soldiers belonging to the Indian Army Rashtriya Rifle company were conducting a search operation in the Matribugh village on the night of February 28, 2005 when Hizb-ul Mujahideen members began firing on them. The soldiers were continuing their search of the village the next day when the Hizb-ul Mujahideen fighters again attacked them.",,,,
2005,Kulgam,India,33.644991,75.018031,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,"Ghulam Nabi Ganaie, a Peoples Democratic Party member and activist",Firearms,Unknown Gun Type,Lashkar-e-Taiba (LeT),Unknown,"03/07/2005: Suspected members of Lashkar-e Taiba kidnapped and killed a Peoples Democratic Party (PDP) activist, Ghulam Nabi Ganai, in Kulgam, India. His body was found the morning of March 8, 2005.",,,,
2005,Abhayapuri,India,26.330707,90.670231,Armed Assault,Police,"Police Building (headquarters, station, school)",Abhayapuri Police Station,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),Unknown,03/09/2005: Suspected members of the United Liberation Front of Assam planted a bomb under the Abhayapuri Police Station in Indiaﾒs Bongaigon (District). The bomb exploded while a police bomb disposal expert attempted to defuse the device. The bomb disposal expert was killed and another officer was injured in the explosion. No group claimed responsibility for the attack.,,,,
2005,Buti Bori,India,20.92498,79.007609,Armed Assault,Utilities,Gas,A section of gas pipeline belonging to Oil India Ltd in Butibari,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),Unknown,"03/09/2005: Suspected members of the United Liberation Front of Assam bombed a section of gas pipeline belonging to Oil India Ltd. in Butibari, India. The perpetrators destroyed a portion of pipeline located under the Lankshi police outpost. Although the bomb did not cause any casualties, the explosion did start a fire in the area. No group claimed responsibility for the attack.",,,,
2005,Tinsukia,India,27.486273,95.356225,Armed Assault,Transportation,Train/Train Tracks/Trolley,Railroad tracks in Tinsukhia and Bongaigaon (District)s,Explosives/Bombs/Dynamite,Other Explosive Type,United Liberation Front of Assam (ULFA),Unknown,"03/11/2005: Suspected United Liberation Front of Assam members planted an RDX, cyclotrimethylenetrinitramine, explosive device and a bomb on railroad tracks in Assam Stateﾒs Tinsukhia and Bongaigaon (District)s. Indian police officers successfully defused the devices.",,,,
2005,Guwahati,India,26.179222,91.753346,Armed Assault,Government (General),"Government Personnel (excluding police, military)",Civilians in a crowded marketplace,Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"03/11/2005: Assam Governor narrowly escapes an attack that killed 1 and injured at least 6. Militants on motorcycles lobbed a hand grenade into crowded street in Guwahati, India minutes before the Governors motorcade passed. There was no claim of responsibility for this attack.",,,,
2005,Poonch,India,33.767001,74.092404,Armed Assault,Business,0,Civilians in Poonch,Explosives/Bombs/Dynamite,Grenade,Lashkar-e-Taiba (LeT),Unknown,"03/14/2005: Suspected members of Lashkar-e Taiba threw a grenade at the Punjab National Bank in Poonch, India. 11 people, including nine civilians, were injured in the blast. No group claimed responsibility for the attack.",,,,
2005,Dimapur district,India,25.906034,93.733909,Armed Assault,Business,Hotel/Resort,Hotel Ambarish,Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"04/02/2005: United Liberation Front of Asom militants triggered a grenade blast that seriously injured five people near a hotel in Guwahati, India.",,,,
2005,Dibrugarh,India,27.472718,94.912006,Armed Assault,Police,Police Security Forces/Officers,"Central Reserve Unit Police Force in Dibrugarh, India",Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,Unknown,"04/02/2005: Two Central Reserve Police Force personnel one policeman were injured in a bomb blast in Dibrugarh, India. ULFA militants were suspected in the attack.",,,,
2005,Unknown,India,33.778175,76.576171,Armed Assault,Transportation,Bus Station/Stop,The Srinagar and Muzaffarabad Transportation Center,Firearms,Automatic Weapon,Al-Nasireen Group,Unknown,"04/06/2005: Unidentified assailants attacked a newly inaugurated bus center in Indiaﾒs Jammu and Kashmir State. Several people were injured in the attack. Al-Nasireen Group, Al-Arifeen, Save Kashmir Movement and Farzandan-e-Millat organizations claimed responsibility for the attack.",,,,
2005,Singhpora,India,34.208589,74.418642,Armed Assault,Transportation,Bus (excluding tourists),Civilians on a bus in Singhpora,Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"04/07/2005: A rifle grenade was shot at bus, missing the intended target, in Singhpora, India. Kashmiri militants were suspected to have perpetrated the attack.",,,,
2005,Rajouri,India,33.371715,74.315313,Armed Assault,Terrorists/Non-State Militia,Terrorist,A Lashkar-e Taiba commander,Firearms,Unknown Gun Type,Other,Unknown,"04/10/2005: Villagers shot and killed, Javed Ali, a Lashkar-e Taiba commander in Rajauri, India.",,,,
2005,Sopore,India,34.286763,74.462401,Armed Assault,Government (General),"Government Personnel (excluding police, military)","Sopore Municipal Councilor, Ghulam Nabi Changa",Firearms,Unknown Gun Type,Unknown,Unknown,"04/12/2005: Sopore municipal councilor, Ghulam Nabi Changa, was the target of a botched assassination attempt in Sopore, India. Changa was uninjured in the attack, although his friend sustained a gunshot wound. No group claimed responsibility for the attack.",,,,
2005,Hari,India,33.690377,74.305955,Armed Assault,Military,Military Unit/Patrol/Convoy,An Indian Army patrol near Hari- Bhudda,Firearms,Unknown Gun Type,Unknown,Unknown,04/12/2005: Suspected militants killed an Indian soldier near Hari-Bhudda in Indiaﾒs Jammu and Kashmir State. No group claimed responsibility for the attack.,,,,
2005,Ashpur,India,34.327778,74.262778,Armed Assault,Military,Military Unit/Patrol/Convoy,A BSF patrol in Ashpeer,Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"04/20/2005: Unidentified militants threw a grenade at an Indian Border Security Force (BSF) patrol in Ashpeer, India killing two civilians and injuring 10 others. The grenade missed the BSF patrol and exploded on the roadside. No group claimed responsibility for the bombing.",,,,
2005,Ongole,India,15.505646,80.047686,Armed Assault,Police,Police Security Forces/Officers,"Superintendent of Police, Mahesh Chandra Laddha",Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),Unknown,"04/28/2005: A police superintendent escaped a mine attack in Ongole, India that left one person dead and nine others injured. Following the explosion, the perpetrators fired at policemen in the area sparking a gun battle. Authorities blamed Communist Party of India - Maoist (CPI-M) members for perpetrating the attack.",,,,
2005,Srinagar,India,34.109933,74.823547,Armed Assault,Police,Police Security Forces/Officers,A Srinagar police officer,Firearms,Unknown Gun Type,Unknown,Unknown,"04/28/2005: Suspected Islamic militants killed a policeman while he was on duty near Kashmir's central jail in Srinagar, India. No group claimed responsibility for the attack.",,,,
2005,Srinagar,India,34.089563,74.800344,Armed Assault,Police,Police Security Forces/Officers,A Srinagar police officer,Firearms,Unknown Gun Type,Unknown,Unknown,"04/28/2005: Suspected Islamic militants shot and killed a policeman inside his home in Srinagar, India. No group claimed responsibility for the attack.",,,,
2005,Srinagar,India,34.089563,74.800344,Armed Assault,Police,Police Security Forces/Officers,A Srinagar police officer,Melee,Knife or Other Sharp Object,Unknown,Unknown,"04/28/2005: Suspected Islamic militants killed a police officer after taking him out of his home and slitting his throat in Srinagar, India. No group claimed responsibility for the murder.",,,,
2005,Bijbehara,India,33.789271,75.099798,Armed Assault,Government (General),"Government Personnel (excluding police, military)",Atiqullah Shah,Firearms,Unknown Gun Type,Al-Mansoorian,Unknown,"05/01/2005: The nephew of the Jammu and Kashmir Chief Minister, Atiqullah Shah, was shot by two militants in Bijbehara, India and later died of his injuries. The group Al-Mansoorian claimed responsibility for the attack.",,,,
2005,Pulwama,India,33.871517,74.89955,Armed Assault,Police,Police Patrol (including vehicles and convoys),A Special Operations Group police vehicle in Pulwama,Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"05/03/2005: Unidentified perpetrators suspected of being separatist militants threw a grenade at a Special Operations Group police vehicle in Pulwama, India killing one officer and injuring three others. The explosion also hurt nine civilians who were waiting at a nearby bus station. No group claimed responsibility for the attack.",,,,
2005,Pattan,India,34.16047,74.555116,Armed Assault,Government (General),"Government Personnel (excluding police, military)","Mian Ramzan, Pattan Municipal Committee Chairman",Firearms,Automatic Weapon,Unknown,Unknown,"05/03/2005: Four suspected militant separatists shot and killed the Pattan Municipal Committee Chairman, Mian Ramzan, in Pattan, India. The perpetrators also killed two of Ramzanﾒs bodyguards and a policeman who tried to apprehend them after the shooting. No group claimed responsibility for the assassination.",,,,
2005,Matha,India,33.021389,75.139167,Armed Assault,Private Citizens & Property,"Procession/Gathering (funeral, wedding, birthday, religious)",Unknown,Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"05/04/2005: Suspected Islamic militants threw two grenades at a wedding party in Indian Kashmir, killing two teenage girls and injuring 16 others. No group claimed responsibility for this attack.",,,,
2005,Chakka,India,33.04915,75.628083,Armed Assault,Private Citizens & Property,Religion Identified,Civilian worshippers at mosque,Firearms,Automatic Weapon,Unknown,Unknown,"05/10/2005: Suspected Islamic militants opened fire on a crowd exiting a village mosque in Chakka in the Doda district of Kashmir, India, killing 4 civilians, including a former militant who had previously surrendered to local security forces. No group claimed responsibility for the attack.",,,,
2005,Srinagar,India,34.083658,74.797368,Armed Assault,Police,Police Security Forces/Officers,CRPF personnel in Srinagar,Explosives/Bombs/Dynamite,Vehicle,Al-Nasireen Group,The attackers were targeting Central Reserve Police Force personnel in the area.,"05/11/2005: Three members of Al-Nasireen Group car bombed a private clinic in a heavily populated neighborhood of Srinagar, India. The explosion killed 8 people including two soldiers and the three perpetrators. Another 36 people were injured in the blast which also damaged 12 houses, a school and a nearby bank. Al-Nasireen Group claimed responsibility for the attack stating that the intended target of the bombing had been the Indian Central Reserve Police Force.",,,,
2005,Srinagar,India,34.083658,74.797368,Armed Assault,Educational Institution,School/University/Educational Building,Students and teachers at a school in Srinagar,Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"05/12/2005: Suspected Islamic militants threw a grenade that landed outside of a missionary school in Srinagar, India. The explosion killed two people and injured 59 others including 13 school children. No group claimed responsibility for the attack.",,,,
2005,Srinagar,India,34.083658,74.797368,Armed Assault,Private Citizens & Property,Named Civilian,Abdul Gani Bhat,Firearms,Unknown Gun Type,Unknown,Unknown,"05/14/2005: Unidentified gunmen shot and killed Abdul Gani Bhat, the brother of the chairman of the moderate separatist group Salvation Movement, in the city of Srinagar in Kashmir, India. No group claimed responsibility for the attack.",,,,
2005,Srinagar,India,34.083658,74.797368,Armed Assault,Private Citizens & Property,"Procession/Gathering (funeral, wedding, birthday, religious)",Mourners attending the funeral of Abdul Gani Bhat in Srinagar,Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"05/17/2005: Unidentified perpetrators threw a grenade then fired guns at a gathering of people who were mourning the assassination of Abdul Gani Bhat in Srinagar, India. Two youths were killed and 20 other people were injured in the attack. No group claimed responsibility for the incident.",,,,
2005,New Delhi,India,28.632381,77.220004,Armed Assault,Business,Entertainment/Cultural/Stadium/Casino,Civilian moviegoers,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,Unknown,"05/22/2005: In one of two related incidents, a bomb exploded inside a cinema house in New Delhi, India, killing 1 person and injuring at least 43 others. No group claimed responsibility for the attack.",,,,
2005,New Delhi,India,28.632381,77.220004,Armed Assault,Business,Entertainment/Cultural/Stadium/Casino,Civilian moviegoers,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,Unknown,"05/22/2005: In the second of two related incidents, a bomb exploded inside a cinema house in New Delhi, India, injuring at least 7 people. The blast came 15 minutes after a similar explosion at a nearby theater. No group claimed responsibility for the attack.",,,,
2005,Guwahati,India,26.179222,91.753346,Armed Assault,Police,Police Security Forces/Officers,Members of the Central Reserve Police Force,Explosives/Bombs/Dynamite,Remote Trigger,United Liberation Front of Assam (ULFA),Unknown,"05/23/2005: Suspected militants of the United Liberation Front of Assam (ULFA) detonated remote-controlled explosives on a railway track near an oil refinery in Guwahati, India, wounding 3 Indian paramilitary troopers. There was no official claim of responsibility for the attack.",,,,
2005,Anantnag,India,33.733336,75.148983,Armed Assault,Police,Police Patrol (including vehicles and convoys),Convoy of members of the Central Reserve Police Force,Explosives/Bombs/Dynamite,Vehicle,Hizbul Mujahideen (HM),Unknown,"05/28/2005: A remotely-triggered car bomb exploded near a convoy carrying members of the Central Reserve Police Force, injuring 7 troopers and 12 civilian bystanders in Anantnag, India in South Kashmir. The group Hizb-ul-Mujahideen claimed responsibility for the attack in a telephone call to a newspaper.",,,,
2005,Kulgam,India,33.644581,75.018433,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,People's Democratic Party worker Abdul Salam Dar at Tuli-Nowpora,Firearms,Unknown Gun Type,Unknown,Unknown,"06/01/2005: People's Democratic Party worker Abdul Salam Dar was shot and killed at Tuli-Nowpora in the Kulgam area of Anantnang (District), Jammu and Kashmir State, India. Authorities suspected militants, but no militant group opposing Indian rule in Kashmir claimed responsibility.",,,,
2005,Srinagar,India,34.067049,74.767113,Armed Assault,Police,Police Security Forces/Officers,Police Constable Abdul Majid Khan,Firearms,Unknown Gun Type,Unknown,Unknown,"06/02/2005: Four people from two families, including one policeman, were abducted late at night from their homes outside Srinagar, India, and were found beheaded the next morning. The victims were Police Constable Abdul Majid Khan, his brother Ijaz Khan, Mushtaq Ahmad and his brother Shabir Ahmed Bajran. The father of Abdul Majid was also injured in the attack. Militants were suspected, but no group claimed responsibility for the incident.",,,,
2005,Srinagar,India,34.090436,74.803123,Armed Assault,Government (General),"Government Personnel (excluding police, military)",Municipal Councillor Mohammed Ashraf,Firearms,Unknown Gun Type,Unknown,"Since elections were held earlier in the year, militants argued that elections were not a substitute for self-determination, and threatened those who participated.  Several elected officials had been targeted and killed in the recent past.","06/03/2005: Municipal Councilor Mohammed Ashraf, a member of the main opposition National Conference, was killed in the city of Srinagar of Indian Kashmir while on the way to his municipal office. He was gunned down by suspected Muslim rebels in an ongoing string of political assassinations that had been going on in the area, which continued the 15-year long insurrection in Indian Kashmir. Militants had previously threatened those who participated in elections and had succeeded in assassinating several elected officials already.",,,,
2005,Tata Draman,India,33.250278,75.5025,Armed Assault,Police,Police Security Forces/Officers,Indian police of the Tata Draman area of Doda (District),Firearms,Unknown Gun Type,Unknown,Unknown,"06/11/2005: Militants opened fire on policemen on patrol in Tata Draman area of Doda district in the Indian state of Jammu and Kashmir, killing one and wounding another. No one claimed responsibility for the attack, but authorities attributed it to militants in the Kashmir conflict.",,,,
2005,Pulwama,India,33.871517,74.89955,Armed Assault,Police,Police Security Forces/Officers,Central Reserve Police Force personnel,Explosives/Bombs/Dynamite,Vehicle,United Jihad Council,Unknown,"06/13/2005: A car bomb using an improvised bomb with almost 40kg of research department explosives (RDX) exploded outside a government school near a Central Reserve Police Force (CRPF) camp in Pulwama in Indian Kashmir, resulting in as many as 15 dead, including three CPRF personnel and two schoolchildren, and as many as 100 injured The bomb also damaged several nearby businesses, homes, cars, and the school. Indian officials blamed Kashmiri militants, but Kashmir's main militant group, United Jihad Council, denied responsibility and condemned the attack.",,,,
2005,Awantipora,India,33.926146,75.0158,Armed Assault,Government (General),"Government Personnel (excluding police, military)",Abdul Rehman Veeri,Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"06/16/2005: A grenade thrown at the car of Abdul Rehman Veeri, a minister in Kashmir who was not in the car at the time, missed its target and wounded eleven people in Avantipore in Kashmir, India. No group claimed responsibility for the attack.",,,,
2005,Awantipora,India,33.926146,75.0158,Armed Assault,Police,Police Security Forces/Officers,Policemen,Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,06/17/2005: Grenade explosion in India injures 15 people including two police officers.,,,,
2005,Kotrapali,India,21.868269,83.483025,Armed Assault,Private Citizens & Property,Race/Ethnicity Identified,Indian Civilians,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),To stop the villagers from banding together to boycott CPI Maoists,"06/19/2005: Near Kotrapal Village, Dantewara, Chhattisgarh, India, perpetrators attacked villagers with land mines, firearms, and bows and arrows, killing eight civilians and injuring approximately 100 more. The attack was staged against approximately 3000 villagers who were meeting to boycott the Communist Party of India - Maoist (CPI-M), who had just imposed a ban that was affecting tribal income. No group claimed responsibility for the attack, but it was widely believed that the Communist Party of India - Maoist (CPI-M) was responsible.",,,,
2005,Dantewada,India,18.9,81.35,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Villagers and tribesmen.,Unknown,0,Naxalites,The villagers initiated a popular awakening campaign against the guerrillas and tensions had been rising between the guerillas and the Maoists.,"06/21/2005: Naxalites, Maoist guerillas, attacked villagers in the Dantiwara district of Chattisgarh, India. Eight villagers were killed and 30 tribesmen injured in two attacks in two days. Twenty-four tribesmen were missing after the attacks.",,,,
2005,Bijbehara,India,33.789271,75.099798,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"06/22/2005:Militants threw a grenade in Bijbiara in Kashmir, India and injured seventeen people. It was not reported if the identity of the perpetrators were known.",,,,
2005,Bijbehara,India,33.789271,75.099798,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,"Minister of State for Home, Abdur Rehman Veeri",Explosives/Bombs/Dynamite,Grenade,Hizbul Mujahideen (HM),Unknown,"06/28/2005: A Hizb-ul- Mujahideen militant, Bilal Ahmed Magray, was arrested by police as he attempted to throw a grenade at senior PDP (People's Democratic Party) leader and Minister of State for Home Abdur Rehman Veeri near Bijbehara town in Kashmir, India. During interrogation, Magray admitted that he had thrown a grenade at a crowded place in Bijbehara on June 22 and killed one and injured fourteen people. He had also thrown a grenade at Sangam, Bijbehara, about nine months previous to June 28, 2005. Magray said that he had been throwing grenades for payment of Rs 400 from his organization.",,,,
2005,Dardsun Kupwara,India,34.518228,74.126464,Armed Assault,Private Citizens & Property,Named Civilian,Taja Ghulam Hassan Mir,Firearms,Unknown Gun Type,Unknown,The victim was suspected to be an informer for security forces.,06/28/2005: Unidentified gunmen kidnapped Taja Ghulam Hassan Mir in Dardsun Kupwara in the Kashmir province of India and shot and killed her. Militants had suspected that she was an informer for security forces.,,,,
2005,Udhampur district,India,32.925224,75.135264,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Firearms,Unknown Gun Type,Unknown,Unknown,"06/30/2005: Suspected Muslim militants came into a house in the district of Udhampur in Kashmir, India and fired upon the residents and killed five people. The identities of the gunmen and the motive was unknown.",,,,
2005,Srinagar,India,34.069832,74.809039,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Explosives/Bombs/Dynamite,Grenade,Al-Mansoorian,Unknown,"06/30/2005: Unidentified assailants threw a grenade near Pratap Park Lal Chowk in Kashmir, India and injured 15 people. Both Al-Mansurain outfit Abu-Aqeel and Islamic Front claimed responsibility.",,,,
2005,Warangal,India,17.973356,79.59996,Armed Assault,Government (General),Government Building/Facility/Office,Hospital where police transported rebel,Explosives/Bombs/Dynamite,Unknown Explosive Type,Naxalites,Unknown,"07/02/2005: One person was killed and 12 more, including six policemen, were injured when a bomb was detonated in a government hospital in Warangal, a city in Indiaﾒs Andhra Pradesh state. No group claimed responsibility for the attack, but authorities believed Naxalites were to blame. There were no reports of damage.",,,,
2005,Sopore,India,34.297849,74.470955,Armed Assault,Government (General),"Government Personnel (excluding police, military)",Congress President and Rural Development Minister Pirzada Mohammad Sayeed,Explosives/Bombs/Dynamite,Remote Trigger,Unknown,Unknown,"07/03/2005: A landmine targeting the convoy of two state ministers in Indiaﾒs Jammu and Kashmir State injured six policemen who were serving as escorts. The blast near the town of Sopore also damaged a vehicle, but the two ministers escaped without injury. Two other politicians riding in the convoy were unhurt as well. No one claimed responsibility for the attack.",,,,
2005,Ayodhya,India,26.8,82.2,Armed Assault,Religious Figures/Institutions,Place of Worship,Ayodhya Temple,Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"07/05/2005: Six militants attacked a disputed religious site in Ayodhya, northern India (the Ayodhya Temple), but all six were killed in an ensuing shootout with police. No group has claimed responsibility for the attack.",,,,
2005,Kupwara district,India,34.526179,74.254614,Armed Assault,Military,Military Unit/Patrol/Convoy,Indian Military Convoy,Firearms,Automatic Weapon,Unknown,Unknown,07/05/2005: Three Indian Army soldiers were killed and two more were injured when their patrol was ambushed in the Kupwara district of Indiaﾒs Jammu and Kashmir State. No one claimed responsibility for the attack.,,,,
2005,Srinagar,India,34.069832,74.809039,Armed Assault,Government (General),"Government Personnel (excluding police, military)",Syed Bashir's,Firearms,Unknown Gun Type,Islamic Front,Unknown,"07/06/2005: Gunmen attacked a senior government officialﾒs motorcade in the Lal Chowk area of Indiaﾒs Jammu and Kashmir State. Syed Bashir, the state public health minister, was unharmed, but two guards were injured by the gunfire. No one claimed responsibility for the attack.",,,,
2005,Unknown,India,33.778175,76.576171,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Indian Military Troops,Firearms,Unknown Gun Type,Unknown,Unknown,"07/06/2005: Militants shot and killed five people, including two Indian soldiers, along the border between India and Pakistan in the disputed region of Kashmir. No one claimed responsibility for the attack.",,,,
